                                   | Core 0     
  Instructions                     |   499999893
  Cycles                           |  2270539820
  IPC                              |        0.22
  Time (ns)                        |   756846607
Branch predictor stats             |            
  num correct                      |    77608896
  num incorrect                    |     6457716
  misprediction rate               |       7.68%
  mpki                             |       12.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    55599511
    num misses                     |          41
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   178562361
    num misses                     |     3828384
    miss rate                      |       2.14%
    mpki                           |        7.66
  L2 TLB                           |            
    num accesses                   |     3828425
    num misses                     |     1014030
    miss rate                      |      26.49%
    mpki                           |        2.03
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    55599511
    num cache misses               |       70315
    miss rate                      |       0.13%
    mpki                           |        0.14
  Cache L1-D                       |            
    num cache accesses             |   178562361
    num cache misses               |    24232793
    miss rate                      |      13.57%
    mpki                           |       48.47
  Cache L2                         |            
    num cache accesses             |    28337105
    num cache misses               |    21405840
    miss rate                      |      75.54%
    mpki                           |       42.81
  Cache L3                         |            
    num cache accesses             |    25446464
    num cache misses               |    17373802
    miss rate                      |      68.28%
    mpki                           |       34.75
DRAM summary                       |            
  num dram accesses                |    24566654
  average dram access latency (ns) |      120.07
  average dram queueing delay      |       35.04
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
