                                   | Core 0    
  Instructions                     |  499999958
  Cycles                           |  327773589
  IPC                              |       1.53
  Time (ns)                        |  109257863
Branch predictor stats             |           
  num correct                      |   40218982
  num incorrect                    |    6400675
  misprediction rate               |     13.73%
  mpki                             |      12.80
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   73274412
    num misses                     |        149
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  240472498
    num misses                     |    1516242
    miss rate                      |      0.63%
    mpki                           |       3.03
  L2 TLB                           |           
    num accesses                   |    1516391
    num misses                     |      20541
    miss rate                      |      1.35%
    mpki                           |       0.04
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   73274412
    num cache misses               |    2859191
    miss rate                      |      3.90%
    mpki                           |       5.72
  Cache L1-D                       |           
    num cache accesses             |  240472498
    num cache misses               |    7860174
    miss rate                      |      3.27%
    mpki                           |      15.72
  Cache L2                         |           
    num cache accesses             |   10723890
    num cache misses               |    1536024
    miss rate                      |     14.32%
    mpki                           |       3.07
  Cache L3                         |           
    num cache accesses             |    1540566
    num cache misses               |      23459
    miss rate                      |      1.52%
    mpki                           |       0.05
DRAM summary                       |           
  num dram accesses                |      27388
  average dram access latency (ns) |      55.80
  average dram queueing delay      |       0.79
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
