                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   848340587 |   249999981 |   438383525 |  2794144008 |  1993331365 |  1076751770 |  3018513238 |  3986502996
  Cycles                             |  3416482619 |  3416479498 |  3416482511 |  3416482509 |  3416482290 |  3416482602 |  3416482500 |  3416482364
  IPC                                |        0.25 |        0.07 |        0.13 |        0.82 |        0.58 |        0.32 |        0.88 |        1.17
  Time (ns)                          |  1138827540 |  1138826500 |  1138827504 |  1138827503 |  1138827430 |  1138827534 |  1138827500 |  1138827455
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7692888 |    58565837 |    72740635 |   426974377 |     2601372 |    66510496 |   139002137 |   320538259
  num incorrect                      |       51514 |     6500447 |     4400563 |   109570234 |       44086 |     2196830 |     1156585 |    53850360
  misprediction rate                 |       0.67% |       9.99% |       5.70% |      20.42% |       1.67% |       3.20% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.04 |       39.21 |        0.02 |        2.04 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    74976882 |    21135842 |    73790327 |   363559293 |   228314714 |   102326424 |   230928486 |   583952869
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   230956130 |    86633855 |   133071910 |   940498022 |  1491156115 |   355890277 |  1736950363 |  1911292234
    num misses                       |      412321 |     1331674 |      159034 |     4167276 |    53824637 |     2970469 |      233872 |    10658989
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.83% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.00 |        2.76 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      412324 |     1349115 |      159038 |     4167295 |    53824643 |     2970491 |      233915 |    10659054
    num misses                       |      412012 |     1140463 |      159038 |      872046 |    38428631 |      278777 |       67370 |       67998
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.93% |      71.40% |       9.38% |      28.80% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.28 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    74976882 |    21135842 |    73790327 |   363559293 |   228314714 |   102326424 |   230928486 |   583952869
    num cache misses                 |      240833 |      361815 |        6194 |     1460591 |      425725 |      299922 |      157136 |    17358634
    miss rate                        |       0.32% |       1.71% |       0.01% |       0.40% |       0.19% |       0.29% |       0.07% |       2.97%
    mpki                             |        0.28 |        1.45 |        0.01 |        0.52 |        0.21 |        0.28 |        0.05 |        4.35
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   230956130 |    86633855 |   133071910 |   940498022 |  1491156115 |   355890277 |  1736950363 |  1911292234
    num cache misses                 |    43516205 |     7421578 |    10177685 |     3670072 |    16339138 |    20950420 |    15857892 |    62986741
    miss rate                        |      18.84% |       8.57% |       7.65% |       0.39% |       1.10% |       5.89% |       0.91% |       3.30%
    mpki                             |       51.30 |       29.69 |       23.22 |        1.31 |        8.20 |       19.46 |        5.25 |       15.80
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43757049 |     7803138 |    13517515 |     5931151 |    16768688 |    22758513 |    16056205 |    80394291
    num cache misses                 |    26631150 |     7395236 |    10183879 |     1746987 |    11317816 |     6396069 |     9871947 |     1327546
    miss rate                        |      60.86% |      94.77% |      75.34% |      29.45% |      67.49% |      28.10% |      61.48% |       1.65%
    mpki                             |       31.39 |       29.58 |       23.23 |        0.63 |        5.68 |        5.94 |        3.27 |        0.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26631161 |     7415846 |    13517515 |     2565033 |    11321915 |     7919985 |     9917920 |     1386075
    num cache misses                 |    26360353 |     7264259 |    10174766 |     1481634 |    10589838 |     5824272 |     7602965 |     1107681
    miss rate                        |      98.98% |      97.96% |      75.27% |      57.76% |      93.53% |      73.54% |      76.66% |      79.91%
    mpki                             |       31.07 |       29.06 |       23.21 |        0.53 |        5.31 |        5.41 |        2.52 |        0.28
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   107324798 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      268.64 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      158.64 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
