                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   350968333 |  3580858276 |  2265535036 |   919878929 |  3329492758 |  2258183415 |  3109436630 |  2031931806 |  1241964252 |   249999886 |   974182777 |   456675249 |  4059771762 |   628341067 |   376028898 |  4585818304
  Cycles                             |  2612358300 |  2612358236 |  2612358143 |  2612358956 |  2612358254 |  2612358300 |  2612358280 |  2612358310 |  2612358867 |  2612354281 |  2612358467 |  2612358978 |  2612358167 |  2612358569 |  2612358641 |  2612358243
  IPC                                |        0.13 |        1.37 |        0.87 |        0.35 |        1.27 |        0.86 |        1.19 |        0.78 |        0.48 |        0.10 |        0.37 |        0.17 |        1.55 |        0.24 |        0.14 |        1.76
  Time (ns)                          |   870786100 |   870786079 |   870786048 |   870786319 |   870786085 |   870786100 |   870786094 |   870786104 |   870786289 |   870784761 |   870786156 |   870786326 |   870786056 |   870786190 |   870786214 |   870786081
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    59379345 |   288025163 |   128662821 |    20813784 |   146368732 |   290992849 |   143184637 |   310385554 |    75500675 |    34399075 |   147097397 |     4120055 |   270312813 |    34133741 |    29835687 |   846315783
  num incorrect                      |     5434511 |    48393275 |    21768072 |      369900 |     8317070 |    67844560 |     1189715 |    79728529 |    45433514 |     4720676 |    32452025 |       27540 |    46435029 |      798253 |     2441965 |    57735160
  misprediction rate                 |       8.38% |      14.38% |      14.47% |       1.75% |       5.38% |      18.91% |       0.82% |      20.44% |      37.57% |      12.07% |      18.07% |       0.66% |      14.66% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.48 |       13.51 |        9.61 |        0.40 |        2.50 |       30.04 |        0.38 |       39.24 |       36.58 |       18.88 |       33.31 |        0.06 |       11.44 |        1.27 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    40915825 |   524617232 |   254013947 |    82623892 |   317605819 |   316672177 |   237880380 |   264411965 |   148240798 |    43801034 |   135683637 |    40360030 |   492552276 |    63399323 |    31751723 |   751960666
    num misses                       |          42 |          65 |          56 |           4 |           8 |         194 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   122281392 |  1717077211 |  1065774822 |   362979232 |  1014740827 |   881734199 |  1789275528 |   683882720 |   570949901 |   116504258 |   378928442 |   124036957 |  1711716664 |   219619168 |   103544726 |  1494515502
    num misses                       |     2107135 |     9578665 |      686768 |      187608 |      319082 |     1587731 |      240729 |     3033110 |     3927300 |     4541807 |     2025070 |      220187 |    12161119 |      340427 |      508356 |          23
    miss rate                        |       1.72% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.16% |       0.49% |       0.00%
    mpki                             |        6.00 |        2.67 |        0.30 |        0.20 |        0.10 |        0.70 |        0.08 |        1.49 |        3.16 |       18.17 |        2.08 |        0.48 |        3.00 |        0.54 |        1.35 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     2107177 |     9578730 |      686824 |      187612 |      319090 |     1587925 |      240772 |     3033129 |     3927310 |     4541891 |     2025313 |      220190 |    12161137 |      340474 |      508398 |          62
    num misses                       |      575721 |       61239 |      108487 |      101576 |        8106 |      252683 |       70098 |      634427 |     3123116 |     1361665 |      200440 |      220021 |       93008 |      106591 |      160073 |          62
    miss rate                        |      27.32% |       0.64% |      15.80% |      54.14% |       2.54% |      15.91% |      29.11% |      20.92% |      79.52% |      29.98% |       9.90% |      99.92% |       0.76% |      31.31% |      31.49% |     100.00%
    mpki                             |        1.64 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.51 |        5.45 |        0.21 |        0.48 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    40915825 |   524617232 |   254013947 |    82623892 |   317605819 |   316672177 |   237880380 |   264411965 |   148240798 |    43801034 |   135683637 |    40360030 |   492552276 |    63399323 |    31751723 |   751960666
    num cache misses                 |       46267 |    17274980 |      740471 |      113166 |       54245 |     9828825 |      213616 |     1407847 |       80391 |      958823 |     7926397 |      313558 |     4282209 |       61499 |       61220 |     7145218
    miss rate                        |       0.11% |       3.29% |       0.29% |       0.14% |       0.02% |       3.10% |       0.09% |       0.53% |       0.05% |       2.19% |       5.84% |       0.78% |       0.87% |       0.10% |       0.19% |       0.95%
