                                   | Core 0    
  Instructions                     |  499999943
  Cycles                           |  370827462
  IPC                              |       1.35
  Time (ns)                        |  123609154
Branch predictor stats             |           
  num correct                      |   67109844
  num incorrect                    |    6480908
  misprediction rate               |      8.81%
  mpki                             |      12.96
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   54069740
    num misses                     |        139
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  190404465
    num misses                     |     135647
    miss rate                      |      0.07%
    mpki                           |       0.27
  L2 TLB                           |           
    num accesses                   |     135786
    num misses                     |      11051
    miss rate                      |      8.14%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   54069740
    num cache misses               |     176735
    miss rate                      |      0.33%
    mpki                           |       0.35
  Cache L1-D                       |           
    num cache accesses             |  190404465
    num cache misses               |   13629265
    miss rate                      |      7.16%
    mpki                           |      27.26
  Cache L2                         |           
    num cache accesses             |   13907178
    num cache misses               |    5415353
    miss rate                      |     38.94%
    mpki                           |      10.83
  Cache L3                         |           
    num cache accesses             |    5516570
    num cache misses               |    1470820
    miss rate                      |     26.66%
    mpki                           |       2.94
DRAM summary                       |           
  num dram accesses                |    1664343
  average dram access latency (ns) |      80.64
  average dram queueing delay      |      15.62
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
