                                     | Core 0     
  Instructions                       |   249999989
  Cycles                             |  3529050669
  IPC                                |        0.07
  Time (ns)                          |  1176350223
Branch predictor stats               |            
  num correct                        |    43244780
  num incorrect                      |    11689069
  misprediction rate                 |      21.28%
  mpki                               |       46.76
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    23761816
    num misses                       |           3
    miss rate                        |       0.00%
    mpki                             |        0.00
  D-TLB                              |            
    num accesses                     |    88558906
    num misses                       |    21160329
    miss rate                        |      23.89%
    mpki                             |       84.64
  L2 TLB                             |            
    num accesses                     |    21160332
    num misses                       |    10898325
    miss rate                        |      51.50%
    mpki                             |       43.59
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    23761816
    num cache misses                 |      189663
    miss rate                        |       0.80%
    mpki                             |        0.76
  Cache L1-D                         |            
    num cache accesses               |    88558906
    num cache misses                 |    28750669
    miss rate                        |      32.47%
    mpki                             |      115.00
  Cache L2                           |            
    num cache accesses               |    32571815
    num cache misses                 |    24327568
    miss rate                        |      74.69%
    mpki                             |       97.31
  Cache L3                           |            
    num cache accesses               |    27984759
    num cache misses                 |    16384682
    miss rate                        |      58.55%
    mpki                             |       65.54
DRAM summary                         |            
  num dram accesses                  |    20361381
  average dram access latency (ns)   |      141.08
  average dram queueing delay        |       56.04
  average dram bandwidth utilization |      69.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
