                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2026004275 |   7453378356 |   7698476342 |   3330051515 |   2864426689 |    249999989 |  19550069094 |   4320686422 |    869810689 |   1564227462 |   5099625995 |    861634139 |   3486137543 |   1288911785 |   4881533125 |   2185836917
  Cycles                             |  11014159008 |  11014158634 |  11014158000 |  11014158682 |  11014158796 |  11014143471 |  11014158010 |  11014158338 |  11014158955 |  11014158723 |  11014158002 |  11014158797 |  11014157888 |  11014158739 |  11014158441 |  11014158857
  IPC                                |         0.18 |         0.68 |         0.70 |         0.30 |         0.26 |         0.02 |         1.77 |         0.39 |         0.08 |         0.14 |         0.46 |         0.08 |         0.32 |         0.12 |         0.44 |         0.20
  Time (ns)                          |   3671386336 |   3671386212 |   3671386000 |   3671386228 |   3671386266 |   3671381157 |   3671386004 |   3671386113 |   3671386319 |   3671386241 |   3671386001 |   3671386266 |   3671385963 |   3671386247 |   3671386147 |   3671386286
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     68533264 |    343225074 |   1177167236 |     76739209 |    174111425 |     43244780 |   3607974540 |      9919362 |    141891444 |    123961923 |    552664196 |    118502138 |    531298754 |     25306544 |     86887335 |    134907775
  num incorrect                      |     32034977 |      2854772 |    301544108 |      1366994 |    104771346 |     11689069 |    246131320 |       794145 |      9090913 |     10130968 |     84246633 |     16273532 |    113705985 |     34983715 |     13133648 |      4712659
  misprediction rate                 |       31.85% |        0.82% |       20.39% |        1.75% |       37.57% |       21.28% |        6.39% |        7.41% |        6.02% |        7.56% |       13.23% |       12.07% |       17.63% |       58.03% |       13.13% |        3.38%
  mpki                               |        15.81 |         0.38 |        39.17 |         0.41 |        36.58 |        46.76 |        12.59 |         0.18 |        10.45 |         6.48 |        16.52 |        18.89 |        32.62 |        27.14 |         2.69 |         2.16
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    158602465 |    570210986 |   1001524230 |    298384411 |    341873610 |     23761816 |   3205719953 |    490050207 |    145123926 |    131318140 |    600418610 |    150997586 |    480780593 |    143153201 |    469658412 |    207723118
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |           68 |            4 |           42 |           10 |          104 |          627 |           14 |          136 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    876439610 |   4288928324 |   2591464875 |   1307007925 |   1317144467 |     88558906 |   6371332394 |   3172171575 |    265562802 |    430480682 |   2291759868 |    401504130 |   1352397886 |    484873246 |   2538662516 |    727079012
    num misses                       |       908351 |       578559 |     11468507 |       691993 |      9044789 |     21159904 |           23 |    110206623 |       311737 |      2099730 |     23112339 |     15643004 |      7185680 |      3409186 |     12010095 |      5844865
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        3.47% |        0.12% |        0.49% |        1.01% |        3.90% |        0.53% |        0.70% |        0.47% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |        25.51 |         0.36 |         1.34 |         4.53 |        18.16 |         2.06 |         2.65 |         2.46 |         2.67
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
