                                     | Core 0     
  Instructions                       |   249999989
  Cycles                             |  1980227314
  IPC                                |        0.13
  Time (ns)                          |   660075772
Branch predictor stats               |            
  num correct                        |    43244780
  num incorrect                      |    11689069
  misprediction rate                 |      21.28%
  mpki                               |       46.76
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    23761816
    num misses                       |           3
    miss rate                        |       0.00%
    mpki                             |        0.00
  D-TLB                              |            
    num accesses                     |    88558906
    num misses                       |    21157624
    miss rate                        |      23.89%
    mpki                             |       84.63
  L2 TLB                             |            
    num accesses                     |    21157627
    num misses                       |    10897932
    miss rate                        |      51.51%
    mpki                             |       43.59
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    23761816
    num cache misses                 |      186884
    miss rate                        |       0.79%
    mpki                             |        0.75
  Cache L1-D                         |            
    num cache accesses               |    88558906
    num cache misses                 |    28711183
    miss rate                        |      32.42%
    mpki                             |      114.84
  Cache L2                           |            
    num cache accesses               |    30663954
    num cache misses                 |    24290094
    miss rate                        |      79.21%
    mpki                             |       97.16
  Cache L3                           |            
    num cache accesses               |    26073841
    num cache misses                 |    11529906
    miss rate                        |      44.22%
    mpki                             |       46.12
DRAM summary                         |            
  num dram accesses                  |    13468411
  average dram access latency (ns)   |      111.42
  average dram queueing delay        |        1.41
  average dram bandwidth utilization |      20.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
