                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1926613920 |  1000620791 |  1128076231 |   373385483 |  1597121688 |   249999973 |  1556893219 |   749154332
  Cycles                             |  1087692423 |  1087692600 |  1087692378 |  1087692858 |  1087692444 |  1087690057 |  1087692478 |  1087692600
  IPC                                |        1.77 |        0.92 |        1.04 |        0.34 |        1.47 |        0.23 |        1.43 |        0.69
  Time (ns)                          |   362564141 |   362564200 |   362564126 |   362564286 |   362564148 |   362563352 |   362564159 |   362564200
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   110069790 |   152980076 |    21999252 |     7094499 |   142188233 |    40600608 |   125235978 |    45544925
  num incorrect                      |    18676037 |    39198443 |     3269773 |     9856613 |    23808195 |     2521753 |    21048435 |    27405497
  misprediction rate                 |      14.51% |      20.40% |      12.94% |      58.15% |      14.34% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.69 |       39.17 |        2.90 |       26.40 |       14.91 |       10.09 |       13.52 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   216563522 |   130174844 |   107715323 |    41163250 |   181528806 |    41868591 |   228116525 |    89431027
    num misses                       |          56 |          19 |          74 |          14 |         616 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   904638201 |   336847166 |   571083545 |   137751623 |   667894231 |    75636447 |   746562169 |   344396139
    num misses                       |      581108 |     1491246 |     1329664 |      988436 |      349653 |       88470 |     4165611 |     2370699
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.65 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      581164 |     1491265 |     1329738 |      988450 |      350269 |       88474 |     4165676 |     2370709
    num misses                       |       91671 |      312388 |       17926 |      988439 |       11140 |       88474 |       26635 |     1885485
    miss rate                        |      15.77% |      20.95% |       1.35% |     100.00% |       3.18% |     100.00% |       0.64% |      79.53%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.65 |        0.01 |        0.35 |        0.02 |        2.52
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   216563522 |   130174844 |   107715323 |    41163250 |   181528806 |    41868591 |   228116525 |    89431027
    num cache misses                 |      341821 |      494811 |       16545 |        8399 |     2181743 |        1836 |     6679518 |       19527
    miss rate                        |       0.16% |       0.38% |       0.02% |       0.02% |       1.20% |       0.00% |       2.93% |       0.02%
    mpki                             |        0.18 |        0.49 |        0.01 |        0.02 |        1.37 |        0.01 |        4.29 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   904638201 |   336847166 |   571083545 |   137751623 |   667894231 |    75636447 |   746562169 |   344396139
    num cache misses                 |     5392901 |     1328746 |     8915686 |    10596720 |     5858167 |     5660890 |    24654292 |     5301775
    miss rate                        |       0.60% |       0.39% |       1.56% |       7.69% |       0.88% |       7.48% |       3.30% |       1.54%
    mpki                             |        2.80 |        1.33 |        7.90 |       28.38 |        3.67 |       22.64 |       15.84 |        7.08
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5735984 |     2109809 |     9006042 |    12014914 |     8049212 |     7682420 |    31338377 |     5768461
    num cache misses                 |     2885086 |      568765 |     1164698 |    10605041 |      408526 |     5662726 |      176508 |     3425683
    miss rate                        |      50.30% |      26.96% |      12.93% |      88.27% |       5.08% |      73.71% |       0.56% |      59.39%
    mpki                             |        1.50 |        0.57 |        1.03 |       28.40 |        0.26 |       22.65 |        0.11 |        4.57
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2888372 |      860346 |     1240220 |    12014836 |      420992 |     7682420 |      181643 |     4029138
    num cache misses                 |      187417 |      530510 |      589377 |    10597387 |      216105 |     5660106 |      171473 |     1395832
    miss rate                        |       6.49% |      61.66% |      47.52% |      88.20% |      51.33% |      73.68% |      94.40% |      34.64%
    mpki                             |        0.10 |        0.53 |        0.52 |       28.38 |        0.14 |       22.64 |        0.11 |        1.86
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27520024 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      143.25 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       33.24 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
