                                   | Core 0     
  Instructions                     |   499999953
  Cycles                           |  2803978945
  IPC                              |        0.18
  Time (ns)                        |   934659648
Branch predictor stats             |            
  num correct                      |   117334005
  num incorrect                    |    13097774
  misprediction rate               |      10.04%
  mpki                             |       26.20
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    42182723
    num misses                     |       31643
    miss rate                      |       0.08%
    mpki                           |        0.06
  D-TLB                            |            
    num accesses                   |   172899823
    num misses                     |     2618655
    miss rate                      |       1.51%
    mpki                           |        5.24
  L2 TLB                           |            
    num accesses                   |     2650298
    num misses                     |     2141527
    miss rate                      |      80.80%
    mpki                           |        4.28
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    42182723
    num cache misses               |      744576
    miss rate                      |       1.77%
    mpki                           |        1.49
  Cache L1-D                       |            
    num cache accesses             |   172899823
    num cache misses               |    14913494
    miss rate                      |       8.63%
    mpki                           |       29.83
  Cache L2                         |            
    num cache accesses             |    15712239
    num cache misses               |    15118188
    miss rate                      |      96.22%
    mpki                           |       30.24
  Cache L3                         |            
    num cache accesses             |    15173471
    num cache misses               |    14892936
    miss rate                      |      98.15%
    mpki                           |       29.79
DRAM summary                       |            
  num dram accesses                |    15006788
  average dram access latency (ns) |      103.26
  average dram queueing delay      |       18.22
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
