                                   | Core 0    
  Instructions                     |  249999958
  Cycles                           |  258694625
  IPC                              |       0.97
  Time (ns)                        |   86231542
Branch predictor stats             |           
  num correct                      |   27117041
  num incorrect                    |    4135684
  misprediction rate               |     13.23%
  mpki                             |      16.54
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29456652
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  112368416
    num misses                     |    1123052
    miss rate                      |      1.00%
    mpki                           |       4.49
  L2 TLB                           |           
    num accesses                   |    1123062
    num misses                     |      99217
    miss rate                      |      8.83%
    mpki                           |       0.40
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29456652
    num cache misses               |      21173
    miss rate                      |      0.07%
    mpki                           |       0.08
  Cache L1-D                       |           
    num cache accesses             |  112368416
    num cache misses               |    3595123
    miss rate                      |      3.20%
    mpki                           |      14.38
  Cache L2                         |           
    num cache accesses             |    3660105
    num cache misses               |    2535864
    miss rate                      |     69.28%
    mpki                           |      10.14
  Cache L3                         |           
    num cache accesses             |    2582068
    num cache misses               |     889416
    miss rate                      |     34.45%
    mpki                           |       3.56
DRAM summary                       |           
  num dram accesses                |    1368426
  average dram access latency (ns) |     113.67
  average dram queueing delay      |      28.63
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
