                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2958054531 |   865392428 |  6060340875 |  3181302377 |  3750053926 |   476614451 |  2219666827 |   249999989
  Cycles                             |  3202403070 |  3202402984 |  3202402800 |  3202402805 |  3202402875 |  3202404154 |  3202402805 |  3202398645
  IPC                                |        0.92 |        0.27 |        1.89 |        0.99 |        1.17 |        0.15 |        0.69 |        0.08
  Time (ns)                          |  1067467690 |  1067467662 |  1067467600 |  1067467602 |  1067467625 |  1067468052 |  1067467602 |  1067466215
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   452360987 |   118984882 |  1118439530 |   168695941 |   565625327 |   111645861 |   337269350 |    43244780
  num incorrect                      |   115864150 |    16346985 |    76299026 |   121831095 |    63562210 |    12398799 |    72936768 |    11689069
  misprediction rate                 |      20.39% |      12.08% |       6.39% |      41.93% |      10.10% |      10.00% |      17.78% |      21.28%
  mpki                               |       39.17 |       18.89 |       12.59 |       38.30 |       16.95 |       26.01 |       32.86 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   384813372 |   151637676 |   993745639 |   257373548 |   600395414 |    40307931 |   307103792 |    23761816
    num misses                       |          19 |         105 |          39 |          52 |       21826 |       33149 |         433 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   995694011 |   403257416 |  1975059600 |   935325321 |  1510122090 |   165160872 |   861434237 |    88558906
    num misses                       |     4404364 |    15706358 |          23 |       54453 |     8405705 |     2537566 |     4581342 |    21160227
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.15 |        0.00 |        0.02 |        2.24 |        5.32 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4404383 |    15706463 |          62 |       54505 |     8427531 |     2570715 |     4581775 |    21160230
    num misses                       |      922458 |     4707670 |          62 |       48552 |     1197023 |     2172478 |      442000 |    10898394
    miss rate                        |      20.94% |      29.97% |     100.00% |      89.08% |      14.20% |      84.51% |       9.65% |      51.50%
    mpki                             |        0.31 |        5.44 |        0.00 |        0.02 |        0.32 |        4.56 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   384813372 |   151637676 |   993745639 |   257373548 |   600395414 |    40307931 |   307103792 |    23761816
    num cache misses                 |     1628405 |     2279610 |     9466072 |       58198 |    10373080 |      697086 |    17621071 |      105927
    miss rate                        |       0.42% |       1.50% |       0.95% |       0.02% |       1.73% |       1.73% |       5.74% |       0.45%
    mpki                             |        0.55 |        2.63 |        1.56 |        0.02 |        2.77 |        1.46 |        7.94 |        0.42
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   995694011 |   403257416 |  1975059600 |   935325321 |  1510122090 |   165160872 |   861434237 |    88558906
    num cache misses                 |     4047535 |    22521697 |      157868 |     3348277 |    13503125 |    14162428 |    18979167 |    28749003
    miss rate                        |       0.41% |       5.58% |       0.01% |       0.36% |       0.89% |       8.57% |       2.20% |      32.46%
    mpki                             |        1.37 |       26.02 |        0.03 |        1.05 |        3.60 |       29.71 |        8.55 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6536069 |    28906188 |     9645949 |     3493557 |    24275137 |    14899773 |    37418416 |    32370001
    num cache misses                 |     2022709 |    20060183 |      403839 |     3257101 |     7342758 |    14139909 |    17381968 |    22326843
    miss rate                        |      30.95% |      69.40% |       4.19% |      93.23% |      30.25% |      94.90% |      46.45% |      68.97%
    mpki                             |        0.68 |       23.18 |        0.07 |        1.02 |        1.96 |       29.67 |        7.83 |       89.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2899711 |    24175644 |      425849 |     3346866 |     7744867 |    14181823 |    18202290 |    25888508
    num cache misses                 |     1689718 |    13985663 |      389832 |     3249310 |     3774709 |    13736549 |     4686292 |    16257924
    miss rate                        |      58.27% |      57.85% |      91.54% |      97.09% |      48.74% |      96.86% |      25.75% |      62.80%
    mpki                             |        0.57 |       16.16 |        0.06 |        1.02 |        1.01 |       28.82 |        2.11 |       65.03
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    73465663 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.81 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
