                                   | Core 0    
  Instructions                     |   99999908
  Cycles                           |  435320738
  IPC                              |       0.23
  Time (ns)                        |  145106913
Branch predictor stats             |           
  num correct                      |   17043047
  num incorrect                    |    1330253
  misprediction rate               |      7.24%
  mpki                             |      13.30
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11969879
    num misses                     |         41
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35925434
    num misses                     |     636213
    miss rate                      |      1.77%
    mpki                           |       6.36
  L2 TLB                           |           
    num accesses                   |     636254
    num misses                     |     174402
    miss rate                      |     27.41%
    mpki                           |       1.74
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11969879
    num cache misses               |      12371
    miss rate                      |      0.10%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |   35925434
    num cache misses               |    4548056
    miss rate                      |     12.66%
    mpki                           |      45.48
  Cache L2                         |           
    num cache accesses             |    5354738
    num cache misses               |    4008150
    miss rate                      |     74.85%
    mpki                           |      40.08
  Cache L3                         |           
    num cache accesses             |    4802638
    num cache misses               |    3362721
    miss rate                      |     70.02%
    mpki                           |      33.63
DRAM summary                       |           
  num dram accesses                |    4701101
  average dram access latency (ns) |     403.06
  average dram queueing delay      |     318.02
Coherency Traffic                  |           
  num loads from dram              |    2835872
  num loads from dram cache        |          0
  num loads from remote cache      |          0
