                                   | Core 0    
  Instructions                     |  249999911
  Cycles                           |  158981530
  IPC                              |       1.57
  Time (ns)                        |   52993843
Branch predictor stats             |           
  num correct                      |   11041984
  num incorrect                    |     626821
  misprediction rate               |      5.37%
  mpki                             |       2.51
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23805043
    num misses                     |          8
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   75993196
    num misses                     |      24527
    miss rate                      |      0.03%
    mpki                           |       0.10
  L2 TLB                           |           
    num accesses                   |      24535
    num misses                     |        816
    miss rate                      |      3.33%
    mpki                           |       0.00
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23805043
    num cache misses               |       2661
    miss rate                      |      0.01%
    mpki                           |       0.01
  Cache L1-D                       |           
    num cache accesses             |   75993196
    num cache misses               |    2003284
    miss rate                      |      2.64%
    mpki                           |       8.01
  Cache L2                         |           
    num cache accesses             |    2019716
    num cache misses               |      78482
    miss rate                      |      3.89%
    mpki                           |       0.31
  Cache L3                         |           
    num cache accesses             |      92296
    num cache misses               |      66682
    miss rate                      |     72.25%
    mpki                           |       0.27
DRAM summary                       |           
  num dram accesses                |      80217
  average dram access latency (ns) |      91.78
  average dram queueing delay      |       6.74
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
