                                   | Core 0    
  Instructions                     |  249999980
  Cycles                           |  479435272
  IPC                              |       0.52
  Time (ns)                        |  159811758
Branch predictor stats             |           
  num correct                      |   42338506
  num incorrect                    |    3913322
  misprediction rate               |      8.46%
  mpki                             |      15.65
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28960848
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86565665
    num misses                     |    1461130
    miss rate                      |      1.69%
    mpki                           |       5.84
  L2 TLB                           |           
    num accesses                   |    1461172
    num misses                     |     397223
    miss rate                      |     27.19%
    mpki                           |       1.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28960848
    num cache misses               |      31445
    miss rate                      |      0.11%
    mpki                           |       0.13
  Cache L1-D                       |           
    num cache accesses             |   86565665
    num cache misses               |   10031818
    miss rate                      |     11.59%
    mpki                           |      40.13
  Cache L2                         |           
    num cache accesses             |   10721635
    num cache misses               |    8887040
    miss rate                      |     82.89%
    mpki                           |      35.55
  Cache L3                         |           
    num cache accesses             |    9545752
    num cache misses               |    4115272
    miss rate                      |     43.11%
    mpki                           |      16.46
DRAM summary                       |           
  num dram accesses                |    5588823
  average dram access latency (ns) |      76.36
  average dram queueing delay      |      11.34
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
