                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   858992509 |  1488544782 |  1668606197 |   967496689 |   722803768 |  1214344424 |  1857711268
  Cycles                             |  1124158310 |  1124161801 |  1124161534 |  1124161500 |  1124161530 |  1124161660 |  1124161532 |  1124161529
  IPC                                |        0.22 |        0.76 |        1.32 |        1.48 |        0.86 |        0.64 |        1.08 |        1.65
  Time (ns)                          |   374719437 |   374720601 |   374720512 |   374720500 |   374720510 |   374720554 |   374720511 |   374720510
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19265651 |    84712721 |    72995801 |     1253881 |    43923348 |   183109152 |   246549327
  num incorrect                      |     2521753 |      341412 |    14370932 |     4161445 |       21250 |    26433818 |    20570732 |    24988498
  misprediction rate                 |       5.85% |       1.74% |      14.50% |       5.39% |       1.67% |      37.57% |      10.10% |       9.20%
  mpki                               |       10.09 |        0.40 |        9.65 |        2.49 |        0.02 |       36.57 |       16.94 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77486872 |   167038585 |   159427627 |   110841629 |    86223411 |   194449699 |   279299226
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7341 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   339299903 |   699874522 |   509915330 |   723670662 |   332324033 |   489322749 |   727164535
    num misses                       |       88470 |      171096 |      449164 |      159566 |    26008559 |     2277384 |     2769429 |      233870
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.59% |       0.69% |       0.57% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.88 |        3.15 |        2.28 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      171100 |      449220 |      159574 |    26008565 |     2277394 |     2776770 |      235151
    num misses                       |       88474 |       95297 |       70810 |        4109 |    18614828 |     1809968 |      396375 |        6836
    miss rate                        |     100.00% |      55.70% |      15.76% |       2.57% |      71.57% |      79.48% |      14.27% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.24 |        2.50 |        0.33 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77486872 |   167038585 |   159427627 |   110841629 |    86223411 |   194449699 |   279299226
    num cache misses                 |        7222 |      100084 |      486683 |       33777 |      466737 |       47768 |     3780140 |     5780660
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.42% |       0.06% |       1.94% |       2.07%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.48 |        0.07 |        3.11 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   339299903 |   699874522 |   509915330 |   723670662 |   332324033 |   489322749 |   727164535
    num cache misses                 |     5663704 |     8484025 |     4286554 |    13635668 |     7945468 |     5134884 |     4662798 |     9557548
    miss rate                        |       7.49% |       2.50% |       0.61% |       2.67% |       1.10% |       1.55% |       0.95% |       1.31%
    mpki                             |       22.65 |        9.88 |        2.88 |        8.17 |        8.21 |        7.10 |        3.84 |        5.14
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690608 |     8584569 |     4778682 |    13734264 |     8412654 |     5646001 |     8592647 |    15408777
    num cache misses                 |     5670926 |     6200428 |     3361396 |      539709 |     5874643 |     4823870 |     4516358 |      943435
    miss rate                        |      73.74% |      72.23% |      70.34% |       3.93% |      69.83% |      85.44% |      52.56% |       6.12%
    mpki                             |       22.68 |        7.22 |        2.26 |        0.32 |        6.07 |        6.67 |        3.72 |        0.51
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690608 |     6201404 |     3367260 |      607107 |     5875207 |     5349412 |     4666639 |     1014284
    num cache misses                 |     5660277 |     5702648 |     1593394 |      396305 |     5005759 |     1533560 |     1344418 |      543476
    miss rate                        |      73.60% |      91.96% |      47.32% |      65.28% |      85.20% |      28.67% |      28.81% |      53.58%
    mpki                             |       22.64 |        6.64 |        1.07 |        0.24 |        5.17 |        2.12 |        1.11 |        0.29
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29303909 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      153.38 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       43.37 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
