                                   | Core 0    
  Instructions                     |  499999880
  Cycles                           |  923321608
  IPC                              |       0.54
  Time (ns)                        |  307773870
Branch predictor stats             |           
  num correct                      |   40054485
  num incorrect                    |    3333430
  misprediction rate               |      7.68%
  mpki                             |       6.67
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   41792692
    num misses                     |         66
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  138786928
    num misses                     |     627158
    miss rate                      |      0.45%
    mpki                           |       1.25
  L2 TLB                           |           
    num accesses                   |     627224
    num misses                     |     234044
    miss rate                      |     37.31%
    mpki                           |       0.47
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   41792692
    num cache misses               |      84060
    miss rate                      |      0.20%
    mpki                           |       0.17
  Cache L1-D                       |           
    num cache accesses             |  138786928
    num cache misses               |    7715427
    miss rate                      |      5.56%
    mpki                           |      15.43
  Cache L2                         |           
    num cache accesses             |    7949687
    num cache misses               |    7128726
    miss rate                      |     89.67%
    mpki                           |      14.26
  Cache L3                         |           
    num cache accesses             |    7279082
    num cache misses               |    6682476
    miss rate                      |     91.80%
    mpki                           |      13.36
DRAM summary                       |           
  num dram accesses                |    7284154
  average dram access latency (ns) |      76.24
  average dram queueing delay      |      11.22
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
