                                   | Core 0    
  Instructions                     |   99999974
  Cycles                           |  216095295
  IPC                              |       0.46
  Time (ns)                        |   72031765
Branch predictor stats             |           
  num correct                      |   10548859
  num incorrect                    |    2724376
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176731
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335671
    num misses                     |     533899
    miss rate                      |      1.18%
    mpki                           |       5.34
  L2 TLB                           |           
    num accesses                   |     533917
    num misses                     |     292195
    miss rate                      |     54.73%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176731
    num cache misses               |      86413
    miss rate                      |      0.71%
    mpki                           |       0.86
  Cache L1-D                       |           
    num cache accesses             |   45335671
    num cache misses               |    1736995
    miss rate                      |      3.83%
    mpki                           |      17.37
  Cache L2                         |           
    num cache accesses             |    2454231
    num cache misses               |    1741724
    miss rate                      |     70.97%
    mpki                           |      17.42
  Cache L3                         |           
    num cache accesses             |    2373134
    num cache misses               |    1705036
    miss rate                      |     71.85%
    mpki                           |      17.05
DRAM summary                       |           
  num dram accesses                |    3393688
  average dram access latency (ns) |      51.45
  average dram queueing delay      |       1.44
Coherency Traffic                  |           
  num loads from dram              |    1158449
  num loads from dram cache        |          0
  num loads from remote cache      |          0
