                                   | Core 0    
  Instructions                     |  249999888
  Cycles                           |  321146339
  IPC                              |       0.78
  Time (ns)                        |  107048780
Branch predictor stats             |           
  num correct                      |   19818647
  num incorrect                    |    1620730
  misprediction rate               |      7.56%
  mpki                             |       6.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   20925725
    num misses                     |         42
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   68803936
    num misses                     |     336414
    miss rate                      |      0.49%
    mpki                           |       1.35
  L2 TLB                           |           
    num accesses                   |     336456
    num misses                     |     104708
    miss rate                      |     31.12%
    mpki                           |       0.42
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   20925725
    num cache misses               |      39624
    miss rate                      |      0.19%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |   68803936
    num cache misses               |    3679095
    miss rate                      |      5.35%
    mpki                           |      14.72
  Cache L2                         |           
    num cache accesses             |    3747631
    num cache misses               |    3450308
    miss rate                      |     92.07%
    mpki                           |      13.80
  Cache L3                         |           
    num cache accesses             |    3479294
    num cache misses               |    2949787
    miss rate                      |     84.78%
    mpki                           |      11.80
DRAM summary                       |           
  num dram accesses                |    3175344
  average dram access latency (ns) |      51.11
  average dram queueing delay      |       1.11
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
