                                   | Core 0    
  Instructions                     |  249999965
  Cycles                           |  166220317
  IPC                              |       1.50
  Time (ns)                        |   55406773
Branch predictor stats             |           
  num correct                      |   20102341
  num incorrect                    |    3377509
  misprediction rate               |     14.38%
  mpki                             |      13.51
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   36620353
    num misses                     |         65
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  119863379
    num misses                     |     668350
    miss rate                      |      0.56%
    mpki                           |       2.67
  L2 TLB                           |           
    num accesses                   |     668415
    num misses                     |       4465
    miss rate                      |      0.67%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   36620353
    num cache misses               |    1172461
    miss rate                      |      3.20%
    mpki                           |       4.69
  Cache L1-D                       |           
    num cache accesses             |  119863379
    num cache misses               |    3982250
    miss rate                      |      3.32%
    mpki                           |      15.93
  Cache L2                         |           
    num cache accesses             |    5154842
    num cache misses               |     782586
    miss rate                      |     15.18%
    mpki                           |       3.13
  Cache L3                         |           
    num cache accesses             |     782747
    num cache misses               |       4717
    miss rate                      |      0.60%
    mpki                           |       0.02
DRAM summary                       |           
  num dram accesses                |       4717
  average dram access latency (ns) |      58.24
  average dram queueing delay      |       3.23
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
