                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4784629853 |  4620545121 |  2983392276 |  4603097483 |   983292753 |  1711040716 |  6837746665 |   249999989
  Cycles                             |  4526567196 |  4526567100 |  4526567113 |  4526567459 |  4526567424 |  4526567100 |  4526567054 |  4526562869
  IPC                                |        1.06 |        1.02 |        0.66 |        1.02 |        0.22 |        0.38 |        1.51 |        0.06
  Time (ns)                          |  1508855732 |  1508855700 |  1508855704 |  1508855820 |  1508855808 |  1508855700 |  1508855685 |  1508854290
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   424478145 |   500905650 |   384279187 |   262668791 |   166540154 |   104002410 |   314882649 |    43244780
  num incorrect                      |    70811640 |    76355208 |    89643313 |    44454371 |    15382904 |    62584756 |     2619991 |    11689069
  misprediction rate                 |      14.30% |      13.23% |      18.92% |      14.47% |       8.46% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.80 |       16.53 |       30.05 |        9.66 |       15.64 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   543299586 |   543994771 |   418386461 |   517637951 |   113977947 |   204186274 |   523121919 |    23761816
    num misses                       |        1659 |          10 |         227 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2000410870 |  2076211881 |  1165383958 |  2162181485 |   340787566 |   786651273 |  3934650426 |    88558906
    num misses                       |     1048348 |    20937984 |     2091609 |     1395593 |     5787214 |     5402275 |      530309 |    21160566
    miss rate                        |       0.05% |       1.01% |       0.18% |       0.06% |       1.70% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.53 |        0.70 |        0.30 |        5.89 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1050007 |    20937994 |     2091836 |     1395649 |     5787256 |     5402285 |      530352 |    21160569
    num misses                       |       33271 |     1858313 |      332758 |      220086 |     1570438 |     4293681 |      152186 |    10898522
    miss rate                        |       3.17% |       8.88% |      15.91% |      15.77% |      27.14% |      79.48% |      28.70% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.60 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   543299586 |   543994771 |   418386461 |   517637951 |   113977947 |   204186274 |   523121919 |    23761816
    num cache misses                 |     6999025 |      103206 |    12486436 |     1169869 |       62695 |       70411 |      253330 |       74179
    miss rate                        |       1.29% |       0.02% |       2.98% |       0.23% |       0.06% |       0.03% |       0.05% |       0.31%
    mpki                             |        1.46 |        0.02 |        4.19 |        0.25 |        0.06 |        0.04 |        0.04 |        0.30
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2000410870 |  2076211881 |  1165383958 |  2162181485 |   340787566 |   786651273 |  3934650426 |    88558906
    num cache misses                 |    18804793 |    66462985 |    14757882 |    13185921 |    39853885 |    12261955 |    35502302 |    28821756
    miss rate                        |       0.94% |       3.20% |       1.27% |       0.61% |      11.69% |       1.56% |       0.90% |      32.55%
    mpki                             |        3.93 |       14.38 |        4.95 |        2.86 |       40.53 |        7.17 |        5.19 |      115.29
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26157088 |    67305663 |    28420759 |    14450844 |    44690820 |    14484714 |    35789640 |    32814857
    num cache misses                 |     5511954 |    26320078 |     7023120 |     8630201 |    30069295 |    10015280 |    19347256 |    21163837
    miss rate                        |      21.07% |      39.11% |      24.71% |      59.72% |      67.28% |      69.14% |      54.06% |      64.49%
    mpki                             |        1.15 |        5.70 |        2.35 |        1.87 |       30.58 |        5.85 |        2.83 |       84.66
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5951206 |    27190370 |     8238068 |     8745420 |    34853127 |    12479117 |    19389902 |    25155149
    num cache misses                 |     5319786 |     6560365 |     6230028 |     8526213 |    24486536 |     8847278 |     8298431 |    20168030
    miss rate                        |      89.39% |      24.13% |      75.62% |      97.49% |      70.26% |      70.90% |      42.80% |      80.17%
    mpki                             |        1.11 |        1.42 |        2.09 |        1.85 |       24.90 |        5.17 |        1.21 |       80.67
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   125746663 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      167.33 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       57.32 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      83.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
