                                   | Core 0     
  Instructions                     |   499999968
  Cycles                           |  1720310655
  IPC                              |        0.29
  Time (ns)                        |   573436885
Branch predictor stats             |            
  num correct                      |    68510980
  num incorrect                    |     9459886
  misprediction rate               |      12.13%
  mpki                             |       18.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    87688048
    num misses                     |          66
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   233544212
    num misses                     |     9275920
    miss rate                      |       3.97%
    mpki                           |       18.55
  L2 TLB                           |            
    num accesses                   |     9275986
    num misses                     |     2733189
    miss rate                      |      29.47%
    mpki                           |        5.47
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    87688048
    num cache misses               |     1673416
    miss rate                      |       1.91%
    mpki                           |        3.35
  Cache L1-D                       |            
    num cache accesses             |   233544212
    num cache misses               |    12932923
    miss rate                      |       5.54%
    mpki                           |       25.87
  Cache L2                         |            
    num cache accesses             |    17324612
    num cache misses               |    12699571
    miss rate                      |      73.30%
    mpki                           |       25.40
  Cache L3                         |            
    num cache accesses             |    15422232
    num cache misses               |     9127727
    miss rate                      |      59.19%
    mpki                           |       18.26
DRAM summary                       |            
  num dram accesses                |    13037830
  average dram access latency (ns) |       98.83
  average dram queueing delay      |       13.80
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
