                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   669546586 |  1185979816 |   654901261 |  1016699661 |  1905325560 |  2845734956 |   396751961 |  1298518691 |  2085557187 |  2596556879 |   635183009 |  3705365494 |   249999886 |  1981946043 |  1292096958 |  2937952096
  Cycles                             |  3061137343 |  3061137385 |  3061137662 |  3061137386 |  3061137360 |  3061137535 |  3061137605 |  3061137346 |  3061137354 |  3061137360 |  3061137343 |  3061137344 |  3061134985 |  3061137580 |  3061137368 |  3061137360
  IPC                                |        0.22 |        0.39 |        0.21 |        0.33 |        0.62 |        0.93 |        0.13 |        0.42 |        0.68 |        0.85 |        0.21 |        1.21 |        0.08 |        0.65 |        0.42 |        0.96
  Time (ns)                          |  1020379115 |  1020379129 |  1020379221 |  1020379129 |  1020379120 |  1020379179 |  1020379202 |  1020379116 |  1020379118 |  1020379120 |  1020379115 |  1020379115 |  1020378329 |  1020379194 |  1020379123 |  1020379120
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    35705921 |   151978778 |    40071745 |    23376040 |   287441436 |   131040723 |     7355868 |     1696881 |   111577194 |   230755979 |    19158713 |   297945374 |    34399075 |   113057521 |    25860784 |   320259829
  num incorrect                      |      835279 |    35799303 |     1512846 |      416677 |    32247702 |     1089217 |    10274805 |       28758 |    79494616 |    38579317 |     9227138 |    50043428 |     4720676 |    19155162 |     3902332 |    48745528
  misprediction rate                 |       2.29% |      19.06% |       3.64% |       1.75% |      10.09% |       0.82% |      58.28% |       1.67% |      41.60% |      14.32% |      32.51% |      14.38% |      12.07% |      14.49% |      13.11% |      13.21%
  mpki                               |        1.25 |       30.19 |        2.31 |        0.41 |       16.93 |        0.38 |       25.90 |        0.02 |       38.12 |       14.86 |       14.53 |       13.51 |       18.88 |        9.66 |        3.02 |       16.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    67018229 |   166371943 |    62380875 |    90875564 |   304933993 |   217708004 |    43201933 |   148724830 |   169370275 |   295022944 |    49277578 |   542794830 |    43801034 |   222639050 |   123705576 |   345496988
    num misses                       |          47 |         149 |          22 |           4 |       11194 |          43 |          14 |           6 |          52 |         941 |           3 |          65 |          84 |          56 |          78 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   235114596 |   465603760 |   219293354 |   398906782 |   766579148 |  1637525676 |   144494959 |   971408485 |   614149518 |  1085771615 |   287927320 |  1776421084 |   116504258 |   931056821 |   655762627 |  1315428262
    num misses                       |      361096 |      793210 |     1746237 |      211416 |     4211239 |      220175 |     1016411 |    35163966 |       36212 |      569956 |      292875 |     9915853 |     4540586 |      599668 |     1473074 |    13387605
    miss rate                        |       0.15% |       0.17% |       0.80% |       0.05% |       0.55% |       0.01% |       0.70% |       3.62% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.02%
    mpki                             |        0.54 |        0.67 |        2.67 |        0.21 |        2.21 |        0.08 |        2.56 |       27.08 |        0.02 |        0.22 |        0.46 |        2.68 |       18.16 |        0.30 |        1.14 |        4.56
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      361143 |      793359 |     1746259 |      211420 |     4222433 |      220218 |     1016425 |    35163972 |       36264 |      570897 |      292878 |     9915918 |     4540670 |      599724 |     1473152 |    13387615
    num misses                       |      112541 |      129951 |      159945 |      110433 |      604186 |       63865 |     1016414 |    25089390 |       32413 |       18074 |      193896 |       62884 |     1361683 |       94515 |       20510 |     1187210
    miss rate                        |      31.16% |      16.38% |       9.16% |      52.23% |      14.31% |      29.00% |     100.00% |      71.35% |      89.38% |       3.17% |      66.20% |       0.63% |      29.99% |      15.76% |       1.39% |       8.87%
    mpki                             |        0.17 |        0.11 |        0.24 |        0.11 |        0.32 |        0.02 |        2.56 |       19.32 |        0.02 |        0.01 |        0.31 |        0.02 |        5.45 |        0.05 |        0.02 |        0.40
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    67018229 |   166371943 |    62380875 |    90875564 |   304933993 |   217708004 |    43201933 |   148724830 |   169370275 |   295022944 |    49277578 |   542794830 |    43801034 |   222639050 |   123705576 |   345496988
    num cache misses                 |       70448 |     5284990 |      429672 |      136681 |     5707427 |      195829 |       35309 |      662295 |       64219 |     4158665 |       75908 |    18014868 |      985209 |      692679 |      255341 |      255084
    miss rate                        |       0.11% |       3.18% |       0.69% |       0.15% |       1.87% |       0.09% |       0.08% |       0.45% |       0.04% |       1.41% |       0.15% |       3.32% |       2.25% |       0.31% |       0.21% |       0.07%
    mpki                             |        0.11 |        4.46 |        0.66 |        0.13 |        3.00 |        0.07 |        0.09 |        0.51 |        0.03 |        1.60 |        0.12 |        4.86 |        3.94 |        0.35 |        0.20 |        0.09
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
