                                   | Core 0    
  Instructions                     |   99999974
  Cycles                           |  221807876
  IPC                              |       0.45
  Time (ns)                        |   73935959
Branch predictor stats             |           
  num correct                      |   10548859
  num incorrect                    |    2724376
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176731
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335671
    num misses                     |     533852
    miss rate                      |      1.18%
    mpki                           |       5.34
  L2 TLB                           |           
    num accesses                   |     533870
    num misses                     |     292187
    miss rate                      |     54.73%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176731
    num cache misses               |      85861
    miss rate                      |      0.71%
    mpki                           |       0.86
  Cache L1-D                       |           
    num cache accesses             |   45335671
    num cache misses               |    1736198
    miss rate                      |      3.83%
    mpki                           |      17.36
  Cache L2                         |           
    num cache accesses             |    2451126
    num cache misses               |    1740380
    miss rate                      |     71.00%
    mpki                           |      17.40
  Cache L3                         |           
    num cache accesses             |    2370034
    num cache misses               |    1703692
    miss rate                      |     71.88%
    mpki                           |      17.04
DRAM summary                       |           
  num dram accesses                |    3391000
  average dram access latency (ns) |      52.03
  average dram queueing delay      |       2.02
Coherency Traffic                  |           
  num loads from dram              |    1155881
  num loads from dram cache        |          0
  num loads from remote cache      |          0
