                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1925939774 |  1004149518 |  1119173972 |   374041851 |  1625554065 |   249999973 |  1489384506 |   779941154
  Cycles                             |  1088219749 |  1088219901 |  1088219864 |  1088220159 |  1088219853 |  1088217091 |  1088219840 |  1088220000
  IPC                                |        1.77 |        0.92 |        1.03 |        0.34 |        1.49 |        0.23 |        1.37 |        0.72
  Time (ns)                          |   362739917 |   362739967 |   362739955 |   362740053 |   362739951 |   362739031 |   362739947 |   362740000
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   110063541 |   153469058 |    21980032 |     7101840 |   144757349 |    40600608 |   119747999 |    47405885
  num incorrect                      |    18672133 |    39354073 |     3268437 |     9868359 |    24301230 |     2521753 |    20117089 |    28526522
  misprediction rate                 |      14.50% |      20.41% |      12.95% |      58.15% |      14.37% |       5.85% |      14.38% |      37.57%
  mpki                               |        9.70 |       39.19 |        2.92 |       26.38 |       14.95 |       10.09 |       13.51 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   216508482 |   130638099 |   106901979 |    41220510 |   184799600 |    41868591 |   218170899 |    93078730
    num misses                       |          56 |          19 |          74 |          14 |         631 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   904238471 |   338043782 |   566051718 |   137941027 |   679853032 |    75636447 |   714052631 |   358664496
    num misses                       |      581119 |     1497560 |     1319932 |      989222 |      360366 |       88470 |     3982864 |     2465476
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.67 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      581175 |     1497579 |     1320006 |      989236 |      360997 |       88474 |     3982929 |     2465486
    num misses                       |       91668 |      313626 |       17901 |      989225 |       11412 |       88474 |       25470 |     1959506
    miss rate                        |      15.77% |      20.94% |       1.36% |     100.00% |       3.16% |     100.00% |       0.64% |      79.48%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   216508482 |   130638099 |   106901979 |    41220510 |   184799600 |    41868591 |   218170899 |    93078730
    num cache misses                 |      433722 |      544241 |       50151 |       16490 |     2293403 |        3610 |     6467480 |       33829
    miss rate                        |       0.20% |       0.42% |       0.05% |       0.04% |       1.24% |       0.01% |       2.96% |       0.04%
    mpki                             |        0.23 |        0.54 |        0.04 |        0.04 |        1.41 |        0.01 |        4.34 |        0.04
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   904238471 |   338043782 |   566051718 |   137941027 |   679853032 |    75636447 |   714052631 |   358664496
    num cache misses                 |     5423685 |     1350272 |     8866921 |    10609683 |     5942335 |     5661785 |    23504659 |     5539348
    miss rate                        |       0.60% |       0.40% |       1.57% |       7.69% |       0.87% |       7.49% |       3.29% |       1.54%
    mpki                             |        2.82 |        1.34 |        7.92 |       28.36 |        3.66 |       22.65 |       15.78 |        7.10
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5858477 |     2179398 |     8987769 |    12035768 |     8241255 |     7685089 |    29979325 |     6002597
    num cache misses                 |     3278751 |      656034 |     1917550 |    10626108 |     1244316 |     5665395 |      382868 |     4659613
    miss rate                        |      55.97% |      30.10% |      21.34% |      88.29% |      15.10% |      73.72% |       1.28% |      77.63%
    mpki                             |        1.70 |        0.65 |        1.71 |       28.41 |        0.77 |       22.66 |        0.26 |        5.97
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3280020 |      946097 |     1988666 |    12035703 |     1250109 |     7685089 |      390792 |     5197939
    num cache misses                 |      189607 |      529226 |      646440 |    10609008 |      125910 |     5660106 |      306595 |     1315427
    miss rate                        |       5.78% |      55.94% |      32.51% |      88.15% |      10.07% |      73.65% |      78.45% |      25.31%
    mpki                             |        0.10 |        0.53 |        0.58 |       28.36 |        0.08 |       22.64 |        0.21 |        1.69
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27533251 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      143.36 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       33.35 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
