                                   | Core 0    
  Instructions                     |   99999884
  Cycles                           |  260034013
  IPC                              |       0.38
  Time (ns)                        |   86678005
Branch predictor stats             |           
  num correct                      |     744290
  num incorrect                    |       7409
  misprediction rate               |      0.99%
  mpki                             |       0.07
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8681428
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   49979404
    num misses                     |     977417
    miss rate                      |      1.96%
    mpki                           |       9.77
  L2 TLB                           |           
    num accesses                   |     977431
    num misses                     |     612405
    miss rate                      |     62.65%
    mpki                           |       6.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8681428
    num cache misses               |      46165
    miss rate                      |      0.53%
    mpki                           |       0.46
  Cache L1-D                       |           
    num cache accesses             |   49979404
    num cache misses               |    3317796
    miss rate                      |      6.64%
    mpki                           |      33.18
  Cache L2                         |           
    num cache accesses             |    3737427
    num cache misses               |    2907102
    miss rate                      |     77.78%
    mpki                           |      29.07
  Cache L3                         |           
    num cache accesses             |    3280568
    num cache misses               |    1774671
    miss rate                      |     54.10%
    mpki                           |      17.75
DRAM summary                       |           
  num dram accesses                |    2147545
  average dram access latency (ns) |     103.93
  average dram queueing delay      |      18.89
Coherency Traffic                  |           
  num loads from dram              |    1758361
  num loads from dram cache        |          0
  num loads from remote cache      |          0
