                                   | Core 0    
  Instructions                     |   99999990
  Cycles                           |   95796213
  IPC                              |       1.04
  Time (ns)                        |   31932071
Branch predictor stats             |           
  num correct                      |    2511386
  num incorrect                    |    4888295
  misprediction rate               |     66.06%
  mpki                             |      48.88
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    6266623
    num misses                     |         23
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   26625784
    num misses                     |        231
    miss rate                      |      0.00%
    mpki                           |       0.00
  L2 TLB                           |           
    num accesses                   |        254
    num misses                     |        121
    miss rate                      |     47.64%
    mpki                           |       0.00
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    6266623
    num cache misses               |        492
    miss rate                      |      0.01%
    mpki                           |       0.00
  Cache L1-D                       |           
    num cache accesses             |   26625784
    num cache misses               |       4913
    miss rate                      |      0.02%
    mpki                           |       0.05
  Cache L2                         |           
    num cache accesses             |       6158
    num cache misses               |       1995
    miss rate                      |     32.40%
    mpki                           |       0.02
  Cache L3                         |           
    num cache accesses             |       2765
    num cache misses               |       1841
    miss rate                      |     66.58%
    mpki                           |       0.02
DRAM summary                       |           
  num dram accesses                |       1841
  average dram access latency (ns) |      51.17
  average dram queueing delay      |       1.16
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
