                                   | Core 0     
  Instructions                     |   499999893
  Cycles                           |  2487398274
  IPC                              |        0.20
  Time (ns)                        |   829132758
Branch predictor stats             |            
  num correct                      |    77608896
  num incorrect                    |     6457716
  misprediction rate               |       7.68%
  mpki                             |       12.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    55599511
    num misses                     |          41
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   178562361
    num misses                     |     3828420
    miss rate                      |       2.14%
    mpki                           |        7.66
  L2 TLB                           |            
    num accesses                   |     3828461
    num misses                     |     1014089
    miss rate                      |      26.49%
    mpki                           |        2.03
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    55599511
    num cache misses               |       73100
    miss rate                      |       0.13%
    mpki                           |        0.15
  Cache L1-D                       |            
    num cache accesses             |   178562361
    num cache misses               |    24244018
    miss rate                      |      13.58%
    mpki                           |       48.49
  Cache L2                         |            
    num cache accesses             |    29134732
    num cache misses               |    21457631
    miss rate                      |      73.65%
    mpki                           |       42.92
  Cache L3                         |            
    num cache accesses             |    26282033
    num cache misses               |    19699340
    miss rate                      |      74.95%
    mpki                           |       39.40
DRAM summary                       |            
  num dram accesses                |    27974325
  average dram access latency (ns) |      122.84
  average dram queueing delay      |       37.80
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
