                                   | Core 0    
  Instructions                     |  499999881
  Cycles                           |  507575219
  IPC                              |       0.99
  Time (ns)                        |  169191740
Branch predictor stats             |           
  num correct                      |    6483488
  num incorrect                    |      51928
  misprediction rate               |      0.79%
  mpki                             |       0.10
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   44416735
    num misses                     |         25
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  251401516
    num misses                     |    4598886
    miss rate                      |      1.83%
    mpki                           |       9.20
  L2 TLB                           |           
    num accesses                   |    4598911
    num misses                     |    2797085
    miss rate                      |     60.82%
    mpki                           |       5.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   44416735
    num cache misses               |     202784
    miss rate                      |      0.46%
    mpki                           |       0.41
  Cache L1-D                       |           
    num cache accesses             |  251401516
    num cache misses               |   14672110
    miss rate                      |      5.84%
    mpki                           |      29.34
  Cache L2                         |           
    num cache accesses             |   16197537
    num cache misses               |   13131006
    miss rate                      |     81.07%
    mpki                           |      26.26
  Cache L3                         |           
    num cache accesses             |   14453650
    num cache misses               |    5360310
    miss rate                      |     37.09%
    mpki                           |      10.72
DRAM summary                       |           
  num dram accesses                |    6801329
  average dram access latency (ns) |      50.99
  average dram queueing delay      |       0.98
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
