                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   846079247 |   249999981 |   441119053 |  2904234396 |  1995527607 |  1085718017 |  3132817585 |  4348033506
  Cycles                             |  3406648859 |  3406645369 |  3406648804 |  3406648200 |  3406648200 |  3406648651 |  3406648261 |  3406648200
  IPC                                |        0.25 |        0.07 |        0.13 |        0.85 |        0.59 |        0.32 |        0.92 |        1.28
  Time (ns)                          |  1135549620 |  1135548456 |  1135549601 |  1135549400 |  1135549400 |  1135549550 |  1135549420 |  1135549400
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7672865 |    58565837 |    73237344 |   444074816 |     2602838 |    67036438 |   144261433 |   349671128
  num incorrect                      |       51378 |     6500447 |     4401094 |   113809064 |       44110 |     2206098 |     1199048 |    58738259
  misprediction rate                 |       0.67% |       9.99% |       5.67% |      20.40% |       1.67% |       3.19% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |        9.98 |       39.19 |        0.02 |        2.03 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    74777195 |    21135842 |    74287573 |   377881010 |   228570323 |   103188009 |   239670591 |   636942889
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   230347585 |    86633855 |   133818070 |   977518523 |  1492785141 |   358789265 |  1802727698 |  2084719037
    num misses                       |      411264 |     1331689 |      160008 |     4322545 |    53858837 |     3009057 |      242522 |    11628242
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.84% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.99 |        2.77 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      411267 |     1349130 |      160012 |     4322564 |    53858843 |     3009079 |      242565 |    11628307
    num misses                       |      410955 |     1140457 |      160012 |      905595 |    38447854 |      280824 |       70408 |       74140
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.95% |      71.39% |       9.33% |      29.03% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.27 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    74777195 |    21135842 |    74287573 |   377881010 |   228570323 |   103188009 |   239670591 |   636942889
    num cache misses                 |      581002 |      403380 |       12242 |     1969627 |      963982 |      680475 |      215916 |    21172779
    miss rate                        |       0.78% |       1.91% |       0.02% |       0.52% |       0.42% |       0.66% |       0.09% |       3.32%
    mpki                             |        0.69 |        1.61 |        0.03 |        0.68 |        0.48 |        0.63 |        0.07 |        4.87
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   230347585 |    86633855 |   133818070 |   977518523 |  1492785141 |   358789265 |  1802727698 |  2084719037
    num cache misses                 |    43447595 |     7452674 |    10243219 |     4063485 |    16446269 |    21282606 |    16960459 |    70280672
    miss rate                        |      18.86% |       8.60% |       7.65% |       0.42% |       1.10% |       5.93% |       0.94% |       3.37%
    mpki                             |       51.35 |       29.81 |       23.22 |        1.40 |        8.24 |       19.60 |        5.41 |       16.16
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    44028609 |     7875682 |    13589293 |     6829852 |    17411270 |    23488898 |    17205342 |    91486384
    num cache misses                 |    28657326 |     7527803 |    10255461 |     2770737 |    12180829 |    10182662 |    11881496 |    14480690
    miss rate                        |      65.09% |      95.58% |      75.47% |      40.57% |      69.96% |      43.35% |      69.06% |      15.83%
    mpki                             |       33.87 |       30.11 |       23.25 |        0.95 |        6.10 |        9.38 |        3.79 |        3.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    28657338 |     7548006 |    13589293 |     3581699 |    12182114 |    11715592 |    11912440 |    14521140
    num cache misses                 |    26335960 |     7265292 |    10237007 |     1296798 |    10617063 |     5805091 |     7647176 |      720306
    miss rate                        |      91.90% |      96.25% |      75.33% |      36.21% |      87.15% |      49.55% |      64.19% |       4.96%
    mpki                             |       31.13 |       29.06 |       23.21 |        0.45 |        5.32 |        5.35 |        2.44 |        0.17
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   106973083 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      267.18 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      157.18 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
