                                   | Core 0    
  Instructions                     |  249999965
  Cycles                           |  245576340
  IPC                              |       1.02
  Time (ns)                        |   81858780
Branch predictor stats             |           
  num correct                      |   20102341
  num incorrect                    |    3377509
  misprediction rate               |     14.38%
  mpki                             |      13.51
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   36620353
    num misses                     |         65
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  119863379
    num misses                     |     668360
    miss rate                      |      0.56%
    mpki                           |       2.67
  L2 TLB                           |           
    num accesses                   |     668425
    num misses                     |       4464
    miss rate                      |      0.67%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   36620353
    num cache misses               |    1227147
    miss rate                      |      3.35%
    mpki                           |       4.91
  Cache L1-D                       |           
    num cache accesses             |  119863379
    num cache misses               |    3996019
    miss rate                      |      3.33%
    mpki                           |      15.98
  Cache L2                         |           
    num cache accesses             |    5254083
    num cache misses               |    1135693
    miss rate                      |     21.62%
    mpki                           |       4.54
  Cache L3                         |           
    num cache accesses             |    1167960
    num cache misses               |     719151
    miss rate                      |     61.57%
    mpki                           |       2.88
DRAM summary                       |           
  num dram accesses                |     819095
  average dram access latency (ns) |      57.40
  average dram queueing delay      |       2.39
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
