                                     | Core 0     
  Instructions                       |   249999981
  Cycles                             |  1566823849
  IPC                                |        0.16
  Time (ns)                          |   522274616
Branch predictor stats               |            
  num correct                        |    58565837
  num incorrect                      |     6500447
  misprediction rate                 |       9.99%
  mpki                               |       26.00
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    21135842
    num misses                       |       17441
    miss rate                        |       0.08%
    mpki                             |        0.07
  D-TLB                              |            
    num accesses                     |    86633855
    num misses                       |     1331687
    miss rate                        |       1.54%
    mpki                             |        5.33
  L2 TLB                             |            
    num accesses                     |     1349128
    num misses                       |     1140464
    miss rate                        |      84.53%
    mpki                             |        4.56
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    21135842
    num cache misses                 |      403760
    miss rate                        |       1.91%
    mpki                             |        1.62
  Cache L1-D                         |            
    num cache accesses               |    86633855
    num cache misses                 |     7453523
    miss rate                        |       8.60%
    mpki                             |       29.81
  Cache L2                           |            
    num cache accesses               |     7879230
    num cache misses                 |     7531414
    miss rate                        |      95.59%
    mpki                             |       30.13
  Cache L3                           |            
    num cache accesses               |     7554011
    num cache misses                 |     7347148
    miss rate                        |      97.26%
    mpki                             |       29.39
DRAM summary                         |            
  num dram accesses                  |     7397186
  average dram access latency (ns)   |      115.54
  average dram queueing delay        |       30.50
  average dram bandwidth utilization |      56.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
