                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   389301908 |  3329010473 |  1881373636 |   992815045 |  2858638581 |  1748295941 |  4684863885 |  1958241483 |   547288599 |   249999886 |   990078565 |   498235802 |  3559516752 |   669739637 |   397709163 |  4436071084
  Cycles                             |  2774367167 |  2774367000 |  2774367163 |  2774367170 |  2774366961 |  2774367063 |  2774367000 |  2774367009 |  2774367528 |  2774363593 |  2774366897 |  2774367802 |  2774367000 |  2774367471 |  2774367432 |  2774367000
  IPC                                |        0.14 |        1.20 |        0.68 |        0.36 |        1.03 |        0.63 |        1.69 |        0.71 |        0.20 |        0.09 |        0.36 |        0.18 |        1.28 |        0.24 |        0.14 |        1.60
  Time (ns)                          |   924789056 |   924789000 |   924789055 |   924789057 |   924788987 |   924789021 |   924789000 |   924789003 |   924789176 |   924787865 |   924788966 |   924789268 |   924789000 |   924789157 |   924789144 |   924789000
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    66152173 |   267772257 |   108162275 |    22870092 |   125318106 |   225283341 |   215731900 |   299501500 |    33256245 |    34399075 |   150491641 |     4525016 |   236979503 |    35711082 |    31530590 |   818679606
  num incorrect                      |     6069530 |    44992100 |    18277500 |      407874 |     7126942 |    52510021 |     1793318 |    76699021 |    20011720 |     4720676 |    32481438 |       30205 |    40712824 |      835399 |     2595384 |    55849639
  misprediction rate                 |       8.40% |      14.39% |      14.46% |       1.75% |       5.38% |      18.90% |       0.82% |      20.39% |      37.57% |      12.07% |      17.75% |       0.66% |      14.66% |       2.29% |       7.61% |       6.39%
  mpki                               |       15.59 |       13.52 |        9.71 |        0.41 |        2.49 |       30.03 |        0.38 |       39.17 |       36.57 |       18.88 |       32.81 |        0.06 |       11.44 |        1.25 |        6.53 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    45129406 |   487726059 |   212086498 |    88755579 |   272980513 |   245174552 |   358406683 |   254743428 |    65301476 |    43801034 |   136921365 |    44042016 |   431845725 |    67038937 |    33435559 |   727404858
    num misses                       |          42 |          65 |          56 |           4 |           8 |         172 |          43 |          19 |          10 |          84 |         247 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   134534373 |  1596328976 |   881793625 |   390153359 |   872595587 |   682639085 |  2695834711 |   659117181 |   251797972 |   116504258 |   384407012 |   135760645 |  1500750990 |   235167361 |   109526481 |  1445710510
    num misses                       |     2262773 |     8905293 |      569590 |      208004 |      269860 |     1229284 |      363117 |     2914331 |     1725835 |     4540576 |     2045639 |      242770 |    10658957 |      361141 |      542370 |          23
    miss rate                        |       1.68% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.15% |       0.50% |       0.00%
    mpki                             |        5.81 |        2.68 |        0.30 |        0.21 |        0.09 |        0.70 |        0.08 |        1.49 |        3.15 |       18.16 |        2.07 |        0.49 |        2.99 |        0.54 |        1.36 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     2262815 |     8905358 |      569646 |      208008 |      269868 |     1229456 |      363160 |     2914350 |     1725845 |     4540660 |     2045886 |      242773 |    10658975 |      361188 |      542412 |          62
    num misses                       |      631179 |       56953 |       89771 |      108475 |        6932 |      195332 |      104802 |      610448 |     1371594 |     1361649 |      202423 |      242589 |       81551 |      112578 |      170407 |          62
    miss rate                        |      27.89% |       0.64% |      15.76% |      52.15% |       2.57% |      15.89% |      28.86% |      20.95% |      79.47% |      29.99% |       9.89% |      99.92% |       0.77% |      31.17% |      31.42% |     100.00%
    mpki                             |        1.62 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.51 |        5.45 |        0.20 |        0.49 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    45129406 |   487726059 |   212086498 |    88755579 |   272980513 |   245174552 |   358406683 |   254743428 |    65301476 |    43801034 |   136921365 |    44042016 |   431845725 |    67038937 |    33435559 |   727404858
    num cache misses                 |       50565 |    16171364 |      661785 |      135220 |       81662 |     7655243 |      322316 |     1501478 |       38959 |      992681 |     8015938 |      348380 |     4039446 |       70348 |       66159 |     7102928
    miss rate                        |       0.11% |       3.32% |       0.31% |       0.15% |       0.03% |       3.12% |       0.09% |       0.59% |       0.06% |       2.27% |       5.85% |       0.79% |       0.94% |       0.10% |       0.20% |       0.98%
    mpki                             |        0.13 |        4.86 |        0.35 |        0.14 |        0.03 |        4.38 |        0.07 |        0.77 |        0.07 |        3.97 |        8.10 |        0.70 |        1.13 |        0.11 |        0.17 |        1.60
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   134534373 |  1596328976 |   881793625 |   390153359 |   872595587 |   682639085 |  2695834711 |   659117181 |   251797972 |   116504258 |   384407012 |   135760645 |  1500750990 |   235167361 |   109526481 |  1445710510
    num cache misses                 |    15878460 |    53849607 |     5468159 |    10138703 |    23455731 |     8587850 |    25337951 |     2881340 |     3963688 |     6695660 |     8842966 |    25647678 |     7432979 |     8307670 |     5905310 |      140518
    miss rate                        |      11.80% |       3.37% |       0.62% |       2.60% |       2.69% |       1.26% |       0.94% |       0.44% |       1.57% |       5.75% |       2.30% |      18.89% |       0.50% |       3.53% |       5.39% |       0.01%
    mpki                             |       40.79 |       16.18 |        2.91 |       10.21 |        8.21 |        4.91 |        5.41 |        1.47 |        7.24 |       26.78 |        8.93 |       51.48 |        2.09 |       12.40 |       14.85 |        0.03
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16923355 |    70047487 |     6156184 |    10292226 |    23706117 |    16749735 |    25664484 |     4962503 |     4734253 |     9199668 |    17328533 |    25996767 |    11578212 |     9559302 |     6034479 |     7267212
    num cache misses                 |    14077231 |    11054810 |     4414440 |     7171958 |     1342497 |     7540493 |    17731456 |     2186519 |     3752733 |     6617367 |     8736827 |    16902953 |     1853995 |     6828315 |     5547245 |      475566
    miss rate                        |      83.18% |      15.78% |      71.71% |      69.68% |       5.66% |      45.02% |      69.09% |      44.06% |      79.27% |      71.93% |      50.42% |      65.02% |      16.01% |      71.43% |      91.93% |       6.54%
    mpki                             |       36.16 |        3.32 |        2.35 |        7.22 |        0.47 |        4.31 |        3.78 |        1.12 |        6.86 |       26.47 |        8.82 |       33.93 |        0.52 |       10.20 |       13.95 |        0.11
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    15072029 |    11086652 |     4443367 |     7196687 |     1518251 |     8049362 |    17735814 |     2777903 |     4532665 |     8131349 |     9207455 |    16903662 |     1962844 |     8040590 |     5610385 |      499332
    num cache misses                 |     6225001 |      549555 |     3226764 |     6884613 |     1134768 |     1727804 |     1450823 |     1209602 |     3071342 |     5036123 |     2604562 |    15515186 |      916986 |     6067527 |     4963601 |      467804
    miss rate                        |      41.30% |       4.96% |      72.62% |      95.66% |      74.74% |      21.47% |       8.18% |      43.54% |      67.76% |      61.93% |      28.29% |      91.79% |      46.72% |      75.46% |      88.47% |      93.69%
    mpki                             |       15.99 |        0.17 |        1.72 |        6.93 |        0.40 |        0.99 |        0.31 |        0.62 |        5.61 |       20.14 |        2.63 |       31.14 |        0.26 |        9.06 |       12.48 |        0.11
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    88377495 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      364.97 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      254.96 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      95.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
