                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2902990424 |   852582843 |  5982209758 |  3148949699 |  3478196490 |   492689647 |  2308919480 |   249999989
  Cycles                             |  3187353902 |  3187353900 |  3187353763 |  3187353910 |  3187353988 |  3187354095 |  3187353902 |  3187349312
  IPC                                |        0.91 |        0.27 |        1.88 |        0.99 |        1.09 |        0.15 |        0.72 |        0.08
  Time (ns)                          |  1062451301 |  1062451300 |  1062451255 |  1062451304 |  1062451330 |  1062451365 |  1062451301 |  1062449771
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   443890758 |   117257112 |  1104019554 |   167888662 |   524616994 |   115386973 |   351942200 |    43244780
  num incorrect                      |   113758540 |    16100114 |    75314774 |   120244686 |    58938531 |    12803928 |    75266183 |    11689069
  misprediction rate                 |      20.40% |      12.07% |       6.39% |      41.73% |      10.10% |       9.99% |      17.62% |      21.28%
  mpki                               |       39.19 |       18.88 |       12.59 |       38.19 |       16.95 |       25.99 |       32.60 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   377715528 |   149410446 |   980931957 |   255350849 |   556884665 |    41672024 |   318335635 |    23761816
    num misses                       |          19 |         101 |          39 |          52 |       20374 |       34659 |         444 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   977108154 |   397295823 |  1949590823 |   926713047 |  1400810541 |   170775114 |   895767853 |    88558906
    num misses                       |     4320498 |    15488865 |          23 |       54453 |     7826277 |     2642574 |     4764973 |    21160316
    miss rate                        |       0.44% |       3.90% |       0.00% |       0.01% |       0.56% |       1.55% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.17 |        0.00 |        0.02 |        2.25 |        5.36 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4320517 |    15488966 |          62 |       54505 |     7846651 |     2677233 |     4765417 |    21160319
    num misses                       |      905182 |     4643024 |          62 |       48552 |     1115498 |     2262141 |      461085 |    10898075
    miss rate                        |      20.95% |      29.98% |     100.00% |      89.08% |      14.22% |      84.50% |       9.68% |      51.50%
    mpki                             |        0.31 |        5.45 |        0.00 |        0.02 |        0.32 |        4.59 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   377715528 |   149410446 |   980931957 |   255350849 |   556884665 |    41672024 |   318335635 |    23761816
    num cache misses                 |     1494688 |     1560354 |     9411010 |       78812 |     9509687 |      674601 |    17971459 |       28554
    miss rate                        |       0.40% |       1.04% |       0.96% |       0.03% |       1.71% |       1.62% |       5.65% |       0.12%
    mpki                             |        0.51 |        1.83 |        1.57 |        0.03 |        2.73 |        1.37 |        7.78 |        0.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   977108154 |   397295823 |  1949590823 |   926713047 |  1400810541 |   170775114 |   895767853 |    88558906
    num cache misses                 |     3865022 |    22015461 |      150546 |     3409385 |    12521291 |    14597541 |    20665359 |    28756039
    miss rate                        |       0.40% |       5.54% |       0.01% |       0.37% |       0.89% |       8.55% |       2.31% |      32.47%
    mpki                             |        1.33 |       25.82 |        0.03 |        1.08 |        3.60 |       29.63 |        8.95 |      115.02
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6221079 |    27672526 |     9586130 |     3631923 |    22513692 |    15307660 |    39486607 |    32302599
    num cache misses                 |     1811120 |    16551994 |      443463 |     3332426 |     4547418 |    14320214 |     5926697 |    18672007
    miss rate                        |      29.11% |      59.81% |       4.63% |      91.75% |      20.20% |      93.55% |      15.01% |      57.80%
    mpki                             |        0.62 |       19.41 |        0.07 |        1.06 |        1.31 |       29.07 |        2.57 |       74.69
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2692512 |    20676896 |      468034 |     3479171 |     5040271 |    14357538 |     6796132 |    22286719
    num cache misses                 |     1806834 |    13830151 |      443383 |     3330930 |     4300410 |    13464594 |     4404879 |    16081296
    miss rate                        |      67.11% |      66.89% |      94.73% |      95.74% |      85.32% |      93.78% |      64.81% |      72.16%
    mpki                             |        0.62 |       16.22 |        0.07 |        1.06 |        1.24 |       27.33 |        1.91 |       64.33
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    73610081 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      127.71 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       17.70 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      69.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
