                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |   64309577
  IPC                              |       1.55
  Time (ns)                        |   21436526
Branch predictor stats             |           
  num correct                      |    7924555
  num incorrect                    |    1227998
  misprediction rate               |     13.42%
  mpki                             |      12.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14647127
    num misses                     |         65
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48305092
    num misses                     |     328842
    miss rate                      |      0.68%
    mpki                           |       3.29
  L2 TLB                           |           
    num accesses                   |     328907
    num misses                     |       2635
    miss rate                      |      0.80%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14647127
    num cache misses               |     611701
    miss rate                      |      4.18%
    mpki                           |       6.12
  Cache L1-D                       |           
    num cache accesses             |   48305092
    num cache misses               |    1621076
    miss rate                      |      3.36%
    mpki                           |      16.21
  Cache L2                         |           
    num cache accesses             |    2233283
    num cache misses               |     268644
    miss rate                      |     12.03%
    mpki                           |       2.69
  Cache L3                         |           
    num cache accesses             |     269156
    num cache misses               |       6051
    miss rate                      |      2.25%
    mpki                           |       0.06
DRAM summary                       |           
  num dram accesses                |       6677
  average dram access latency (ns) |      68.13
  average dram queueing delay      |       3.11
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
