                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1565975072 |   7749269436 |  18071707465 |  12162023825 |   1315526881 |    249999989 |   2217715307 |    886180058 |   4786725803 |   3276706647 |   3468238146 |   6020226825 |  16796837191 |   7293166814 |  13648892246 |    483705924
  Cycles                             |  10767362113 |  10767361809 |  10767361667 |  10767362048 |  10767361770 |  10767354771 |  10767361878 |  10767362275 |  10767361792 |  10767361973 |  10767362150 |  10767361740 |  10767361603 |  10767361802 |  10767361682 |  10767362625
  IPC                                |         0.15 |         0.72 |         1.68 |         1.13 |         0.12 |         0.02 |         0.21 |         0.08 |         0.44 |         0.30 |         0.32 |         0.56 |         1.56 |         0.68 |         1.27 |         0.04
  Time (ns)                          |   3589120705 |   3589120603 |   3589120556 |   3589120683 |   3589120590 |   3589118257 |   3589120626 |   3589120759 |   3589120598 |   3589120658 |   3589120717 |   3589120580 |   3589120535 |   3589120601 |   3589120561 |   3589120875
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14216359 |   1184787917 |   1432582550 |   1077447709 |     25879433 |     43244780 |    117982281 |    121822236 |    518223523 |     75471583 |    527889607 |    907920225 |   1118864747 |    397762421 |    602117465 |    113316347
  num incorrect                      |        95232 |    303557582 |    117145338 |    179746426 |     35505038 |     11689069 |      2760541 |     16740244 |     78898409 |      1345863 |    113516844 |    102077814 |    192117241 |    275117122 |     34183763 |     12592335
  misprediction rate                 |        0.67% |       20.40% |        7.56% |       14.30% |       57.84% |       21.28% |        2.29% |       12.08% |       13.21% |        1.75% |       17.70% |       10.11% |       14.65% |       40.89% |        5.37% |       10.00%
  mpki                               |         0.06 |        39.17 |         6.48 |        14.78 |        26.99 |        46.76 |         1.24 |        18.89 |        16.48 |         0.41 |        32.73 |        16.96 |        11.44 |        37.72 |         2.50 |        26.03
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    138402749 |   1008124462 |   1513107768 |   1380797785 |    146275824 |     23761816 |    221020698 |    155250713 |    563512636 |    292842784 |    479001947 |    963914169 |   2038180885 |    597237088 |   1300289774 |     40906314
    num misses                       |            3 |           19 |           42 |         4080 |           14 |            3 |           47 |          105 |           10 |            4 |          622 |        34963 |           18 |           52 |            8 |        33380
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    426545691 |   2608700946 |   4973585652 |   5085851543 |    495247616 |     88558906 |    770272677 |    412957124 |   2151460783 |   1286415393 |   1345416009 |   2424773084 |   7082962036 |   2155205788 |   4151720553 |    167591158
    num misses                       |       762425 |     11547682 |     24302718 |      2682684 |      3505190 |     21159981 |      1165398 |     16074435 |     21835879 |       684979 |      7150063 |     13530665 |     50373887 |       130902 |      1332222 |      2565358
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.15% |        3.89% |        1.01% |        0.05% |        0.53% |        0.56% |        0.71% |        0.01% |        0.03% |        1.53%
    mpki                             |         0.49 |         1.49 |         1.34 |         0.22 |         2.66 |        84.64 |         0.53 |        18.14 |         4.56 |         0.21 |         2.06 |         2.25 |         3.00 |         0.02 |         0.10 |         5.30
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       762428 |     11547701 |     24302760 |      2686764 |      3505204 |     21159984 |      1165445 |     16074540 |     21835889 |       684983 |      7150685 |     13565628 |     50373905 |       130954 |      1332230 |      2598738
    num misses                       |       761856 |      2418333 |      7557643 |        84595 |      3505161 |     10898277 |       361867 |      4810572 |      1929963 |       356779 |       692614 |      1928166 |       385182 |       116916 |        32849 |      2197460
    miss rate                        |       99.92% |       20.94% |       31.10% |        3.15% |      100.00% |       51.50% |       31.05% |       29.93% |        8.84% |       52.09% |        9.69% |       14.21% |        0.76% |       89.28% |        2.47% |       84.56%
    mpki                             |         0.49 |         0.31 |         0.42 |         0.01 |         2.66 |        43.59 |         0.16 |         5.43 |         0.40 |         0.11 |         0.20 |         0.32 |         0.02 |         0.02 |         0.00 |         4.54
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    138402749 |   1008124462 |   1513107768 |   1380797785 |    146275824 |     23761816 |    221020698 |    155250713 |    563512636 |    292842784 |    479001947 |    963914169 |   2038180885 |    597237088 |   1300289774 |     40906314
    num cache misses                 |       121150 |      3649693 |      1270599 |     16680215 |        16485 |        38743 |        64839 |      1665107 |        58362 |        68624 |     27043891 |     16343947 |     16782410 |        52780 |        53441 |       669483
    miss rate                        |        0.09% |        0.36% |        0.08% |        1.21% |        0.01% |        0.16% |        0.03% |        1.07% |        0.01% |        0.02% |        5.65% |        1.70% |        0.82% |        0.01% |        0.00% |        1.64%
    mpki                             |         0.08 |         0.47 |         0.07 |         1.37 |         0.01 |         0.15 |         0.03 |         1.88 |         0.01 |         0.02 |         7.80 |         2.71 |         1.00 |         0.01 |         0.00 |         1.38
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    426545691 |   2608700946 |   4973585652 |   5085851543 |    495247616 |     88558906 |    770272677 |    412957124 |   2151460783 |   1286415393 |   1345416009 |   2424773084 |   7082962036 |   2155205788 |   4151720553 |    167591158
    num cache misses                 |     80428340 |     10108378 |    264703200 |     46472354 |     38692666 |     28792837 |     27036363 |     22928156 |     68887164 |     33217572 |     30434709 |     21617749 |     32766761 |      7776969 |    110176294 |     14350350
    miss rate                        |       18.86% |        0.39% |        5.32% |        0.91% |        7.81% |       32.51% |        3.51% |        5.55% |        3.20% |        2.58% |        2.26% |        0.89% |        0.46% |        0.36% |        2.65% |        8.56%
    mpki                             |        51.36 |         1.30 |        14.65 |         3.82 |        29.41 |       115.17 |        12.19 |        25.87 |        14.39 |        10.14 |         8.78 |         3.59 |         1.95 |         1.07 |         8.07 |        29.67
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     80554497 |     15895452 |    266163549 |     63335975 |     43898560 |     32688539 |     31193973 |     29457253 |     69827371 |     33368930 |     59035535 |     38930851 |     49848080 |      7906204 |    110680242 |     15063537
    num cache misses                 |     51497180 |      3964089 |    219167330 |      4223501 |     38708920 |     19874672 |     19960220 |     17780411 |     19642643 |     23003765 |      9482975 |      8581865 |      1466446 |      7546943 |      2525532 |     14223703
    miss rate                        |       63.93% |       24.94% |       82.34% |        6.67% |       88.18% |       60.80% |       63.99% |       60.36% |       28.13% |       68.94% |       16.06% |       22.04% |        2.94% |       95.46% |        2.28% |       94.42%
    mpki                             |        32.89 |         0.51 |        12.13 |         0.35 |        29.42 |        79.50 |         9.00 |        20.06 |         4.10 |         7.02 |         2.73 |         1.43 |         0.09 |         1.03 |         0.19 |        29.41
