                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1702472732 |   7650520273 |  16207241101 |   9900626745 |   1337502741 |    249999989 |   2264025608 |    853565297 |   5220857780 |   3418154361 |   3460992759 |   6201349595 |  13967132468 |   7164041338 |  11458134324 |    484383048
  Cycles                             |  11111274300 |  11111274300 |  11111274161 |  11111274141 |  11111274581 |  11111267851 |  11111274300 |  11111274425 |  11111274313 |  11111274631 |  11111274315 |  11111275691 |  11111274126 |  11111274685 |  11111274200 |  11111276965
  IPC                                |         0.15 |         0.69 |         1.46 |         0.89 |         0.12 |         0.02 |         0.20 |         0.08 |         0.47 |         0.31 |         0.31 |         0.56 |         1.26 |         0.64 |         1.03 |         0.04
  Time (ns)                          |   3703758100 |   3703758100 |   3703758054 |   3703758047 |   3703758194 |   3703755951 |   3703758100 |   3703758142 |   3703758105 |   3703758211 |   3703758105 |   3703758564 |   3703758042 |   3703758229 |   3703758067 |   3703758989
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     15437661 |   1169716997 |   1284873562 |    877377240 |     26123610 |     43244780 |    121272532 |    117387802 |    566686014 |     78447111 |    526672936 |    935447339 |    930629853 |    387117468 |    505870642 |    113470415
  num incorrect                      |       103370 |    299744391 |    105082194 |    146418211 |     35895722 |     11689069 |      2836808 |     16123453 |     86498463 |      1398059 |    113305454 |    105072189 |    159718570 |    271613816 |     28711279 |     12610584
  misprediction rate                 |        0.67% |       20.40% |        7.56% |       14.30% |       57.88% |       21.28% |        2.29% |       12.08% |       13.24% |        1.75% |       17.70% |       10.10% |       14.65% |       41.23% |        5.37% |       10.00%
  mpki                               |         0.06 |        39.18 |         6.48 |        14.79 |        26.84 |        46.76 |         1.25 |        18.89 |        16.57 |         0.41 |        32.74 |        16.94 |        11.44 |        37.91 |         2.51 |        26.03
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    150465630 |    995332239 |   1356518138 |   1124202020 |    148180407 |     23761816 |    225801534 |    149575571 |    614403560 |    305877224 |    477531879 |    992759861 |   1694845892 |    584307531 |   1091289689 |     40966910
    num misses                       |            3 |           19 |           42 |         3342 |           14 |            3 |           47 |          101 |           10 |            4 |          620 |        36165 |           18 |           52 |            8 |        33448
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    463480407 |   2575296003 |   4460567349 |   4140165569 |    501693895 |     88558906 |    784593009 |    397736127 |   2340601791 |   1344410039 |   1343042759 |   2496682826 |   5889614467 |   2113466795 |   3483798820 |    167827616
    num misses                       |       827376 |     11394693 |     21806147 |      2185458 |      3555836 |     21159761 |      1217613 |     15494089 |     23575360 |       712436 |      7126650 |     13866453 |     41847871 |       126597 |      1115012 |      2571588
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.16% |        3.90% |        1.01% |        0.05% |        0.53% |        0.56% |        0.71% |        0.01% |        0.03% |        1.53%
    mpki                             |         0.49 |         1.49 |         1.35 |         0.22 |         2.66 |        84.64 |         0.54 |        18.15 |         4.52 |         0.21 |         2.06 |         2.24 |         3.00 |         0.02 |         0.10 |         5.31
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       827379 |     11394712 |     21806189 |      2188800 |      3555850 |     21159764 |      1217660 |     15494190 |     23575370 |       712440 |      7127270 |     13902618 |     41847889 |       126649 |      1115020 |      2605036
    num misses                       |       826751 |      2386805 |      6781635 |        68875 |      3555807 |     10898587 |       372424 |      4648552 |      2079670 |       374304 |       675029 |      1978399 |       319903 |       112936 |        27632 |      2203012
    miss rate                        |       99.92% |       20.95% |       31.10% |        3.15% |      100.00% |       51.51% |       30.59% |       30.00% |        8.82% |       52.54% |        9.47% |       14.23% |        0.76% |       89.17% |        2.48% |       84.57%
    mpki                             |         0.49 |         0.31 |         0.42 |         0.01 |         2.66 |        43.59 |         0.16 |         5.45 |         0.40 |         0.11 |         0.20 |         0.32 |         0.02 |         0.02 |         0.00 |         4.55
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    150465630 |    995332239 |   1356518138 |   1124202020 |    148180407 |     23761816 |    225801534 |    149575571 |    614403560 |    305877224 |    477531879 |    992759861 |   1694845892 |    584307531 |   1091289689 |     40966910
    num cache misses                 |      1184580 |      5731564 |      2573916 |     15691486 |       108768 |       200910 |       231039 |      3393299 |       465364 |       460215 |     28227361 |     18891810 |     15668370 |       259508 |       301356 |       786868
    miss rate                        |        0.79% |        0.58% |        0.19% |        1.40% |        0.07% |        0.85% |        0.10% |        2.27% |        0.08% |        0.15% |        5.91% |        1.90% |        0.92% |        0.04% |        0.03% |        1.92%
    mpki                             |         0.70 |         0.75 |         0.16 |         1.58 |         0.08 |         0.80 |         0.10 |         3.98 |         0.09 |         0.13 |         8.16 |         3.05 |         1.12 |         0.04 |         0.03 |         1.62
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    463480407 |   2575296003 |   4460567349 |   4140165569 |    501693895 |     88558906 |    784593009 |    397736127 |   2340601791 |   1344410039 |   1343042759 |   2496682826 |   5889614467 |   2113466795 |   3483798820 |    167827616
    num cache misses                 |     87412635 |     11124638 |    238637069 |     38610773 |     39112258 |     28809038 |     27759409 |     22840504 |     75612751 |     34776681 |     31167484 |     23370734 |     29123953 |      7982196 |     92984909 |     14458703
    miss rate                        |       18.86% |        0.43% |        5.35% |        0.93% |        7.80% |       32.53% |        3.54% |        5.74% |        3.23% |        2.59% |        2.32% |        0.94% |        0.49% |        0.38% |        2.67% |        8.62%
    mpki                             |        51.34 |         1.45 |        14.72 |         3.90 |        29.24 |       115.24 |        12.26 |        26.76 |        14.48 |        10.17 |         9.01 |         3.77 |         2.09 |         1.11 |         8.12 |        29.85
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     88598943 |     19082729 |    241346030 |     54642119 |     44411138 |     32873768 |     32149413 |     31314322 |     76740358 |     35292486 |     61014218 |     43303036 |     45188592 |      8647777 |     93867471 |     15286017
    num cache misses                 |     57603170 |      8249359 |    223727845 |     22336699 |     39221026 |     24581489 |     22724603 |     22574592 |     53554750 |     24707374 |     31131042 |     22947972 |      7058675 |      7969242 |      4734336 |     14618682
    miss rate                        |       65.02% |       43.23% |       92.70% |       40.88% |       88.31% |       74.78% |       70.68% |       72.09% |       69.79% |       70.01% |       51.02% |       52.99% |       15.62% |       92.15% |        5.04% |       95.63%
    mpki                             |        33.84 |         1.08 |        13.80 |         2.26 |        29.32 |        98.33 |        10.04 |        26.45 |        10.26 |         7.23 |         8.99 |         3.70 |         0.51 |         1.11 |         0.41 |        30.18
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     57604898 |     10519821 |    223863286 |     22696981 |     44411138 |     28471239 |     26988579 |     27664132 |     54250603 |     24783379 |     32754717 |     23993800 |      7467398 |      8382688 |      5338945 |     14660257
    num cache misses                 |     52764799 |      4390224 |      5026855 |      6398714 |     39106596 |     19464137 |     20232045 |     16964905 |     14456890 |     23691920 |      9099475 |      8481805 |      3316761 |      7910095 |      3826318 |     14182749
    miss rate                        |       91.60% |       41.73% |        2.25% |       28.19% |       88.06% |       68.36% |       74.97% |       61.32% |       26.65% |       95.60% |       27.78% |       35.35% |       44.42% |       94.36% |       71.67% |       96.74%
    mpki                             |        30.99 |         0.57 |         0.31 |         0.65 |        29.24 |        77.86 |         8.94 |        19.88 |         2.77 |         6.93 |         2.63 |         1.37 |         0.24 |         1.10 |         0.33 |        29.28
DRAM summary                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num dram accesses                  |    355765500 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns)   |       436.12 |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay        |       326.11 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       96.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
