                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |   64336022
  IPC                              |       1.55
  Time (ns)                        |   21445341
Branch predictor stats             |           
  num correct                      |   14024529
  num incorrect                    |    1656700
  misprediction rate               |     10.56%
  mpki                             |      16.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9419790
    num misses                     |        127
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35505156
    num misses                     |      21619
    miss rate                      |      0.06%
    mpki                           |       0.22
  L2 TLB                           |           
    num accesses                   |      21746
    num misses                     |       1241
    miss rate                      |      5.71%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9419790
    num cache misses               |       7777
    miss rate                      |      0.08%
    mpki                           |       0.08
  Cache L1-D                       |           
    num cache accesses             |   35505156
    num cache misses               |    1866950
    miss rate                      |      5.26%
    mpki                           |      18.67
  Cache L2                         |           
    num cache accesses             |    1885693
    num cache misses               |     620394
    miss rate                      |     32.90%
    mpki                           |       6.20
  Cache L3                         |           
    num cache accesses             |     631376
    num cache misses               |      40198
    miss rate                      |      6.37%
    mpki                           |       0.40
DRAM summary                       |           
  num dram accesses                |      44246
  average dram access latency (ns) |      58.56
  average dram queueing delay      |       3.55
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
