                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |   63890188
  IPC                              |       1.57
  Time (ns)                        |   21296729
Branch predictor stats             |           
  num correct                      |    4605070
  num incorrect                    |      38464
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7649536
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   57543649
    num misses                     |       6679
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |       6722
    num misses                     |       1382
    miss rate                      |     20.56%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7649536
    num cache misses               |      28042
    miss rate                      |      0.37%
    mpki                           |       0.28
  Cache L1-D                       |           
    num cache accesses             |   57543649
    num cache misses               |     654664
    miss rate                      |      1.14%
    mpki                           |       6.55
  Cache L2                         |           
    num cache accesses             |     687005
    num cache misses               |     491163
    miss rate                      |     71.49%
    mpki                           |       4.91
  Cache L3                         |           
    num cache accesses             |     495484
    num cache misses               |     339927
    miss rate                      |     68.61%
    mpki                           |       3.40
DRAM summary                       |           
  num dram accesses                |     663470
  average dram access latency (ns) |      51.34
  average dram queueing delay      |       1.33
Coherency Traffic                  |           
  num loads from dram              |     140824
  num loads from dram cache        |          0
  num loads from remote cache      |          0
