                                   | Core 0    
  Instructions                     |  499999888
  Cycles                           |  680267808
  IPC                              |       0.74
  Time (ns)                        |  226755936
Branch predictor stats             |           
  num correct                      |    6483488
  num incorrect                    |      51928
  misprediction rate               |      0.79%
  mpki                             |       0.10
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   44416735
    num misses                     |         25
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  251401514
    num misses                     |    4724193
    miss rate                      |      1.88%
    mpki                           |       9.45
  L2 TLB                           |           
    num accesses                   |    4724218
    num misses                     |    2796653
    miss rate                      |     59.20%
    mpki                           |       5.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   44416735
    num cache misses               |     278820
    miss rate                      |      0.63%
    mpki                           |       0.56
  Cache L1-D                       |           
    num cache accesses             |  251401514
    num cache misses               |   15409264
    miss rate                      |      6.13%
    mpki                           |      30.82
  Cache L2                         |           
    num cache accesses             |   18189929
    num cache misses               |   13595544
    miss rate                      |     74.74%
    mpki                           |      27.19
  Cache L3                         |           
    num cache accesses             |   16097430
    num cache misses               |    9099615
    miss rate                      |     56.53%
    mpki                           |      18.20
DRAM summary                       |           
  num dram accesses                |   11739568
  average dram access latency (ns) |      50.70
  average dram queueing delay      |       0.70
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
