                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  4502563432 |  1900414330 |   266422566 |   437231123 |   287770545 |   539517378 |   686133063 |   249999886 |   828863454 |   699940022 |  4917267210 |   549147718 |   301468209 |  1415764595 |  1474508662 |  1914779214
  Cycles                             |  4236696000 |  4236696508 |  4236697019 |  4236697844 |  4236697794 |  4236697647 |  4236697045 |  4236692282 |  4236696010 |  4236696684 |  4236696000 |  4236698663 |  4236696331 |  4236696222 |  4236697409 |  4236696826
  IPC                                |        1.06 |        0.45 |        0.06 |        0.10 |        0.07 |        0.13 |        0.16 |        0.06 |        0.20 |        0.17 |        1.16 |        0.13 |        0.07 |        0.33 |        0.35 |        0.45
  Time (ns)                          |  1412232000 |  1412232169 |  1412232340 |  1412232615 |  1412232598 |  1412232549 |  1412232348 |  1412230761 |  1412232003 |  1412232228 |  1412232000 |  1412232888 |  1412232110 |  1412232074 |  1412232470 |  1412232275
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   356983197 |   350723159 |    45434786 |     7808655 |    46855940 |    32786626 |    41932307 |    34399075 |    35925905 |    21656225 |   533571912 |     4981755 |    24277722 |     1843474 |    84344191 |   252633504
  num incorrect                      |    29187016 |    23926440 |     4076248 |    10999263 |     3023218 |    19729725 |     1531643 |     4720676 |     2047724 |    10340354 |    81470657 |       33364 |     4084754 |       31242 |    14284787 |    25839514
  misprediction rate                 |       7.56% |       6.39% |       8.23% |      58.48% |       6.06% |      37.57% |       3.52% |      12.07% |       5.39% |      32.32% |      13.25% |       0.67% |      14.40% |       1.67% |      14.48% |       9.28%
  mpki                               |        6.48 |       12.59 |       15.30 |       25.16 |       10.51 |       36.57 |        2.23 |       18.88 |        2.47 |       14.77 |       16.57 |        0.06 |       13.55 |        0.02 |        9.69 |       13.49
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   376955327 |   311622238 |    30963180 |    46733669 |    48625396 |    64374953 |    65357752 |    43801034 |    79490817 |    55798907 |   579294722 |    48534142 |    44210573 |   162172649 |   165833845 |   288465245
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        1312
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1239341740 |   619346910 |    92144313 |   156176860 |    86075736 |   248182123 |   230346617 |   116504258 |   254597830 |   312070234 |  2208273380 |   149529893 |   144609597 |  1059053143 |   691989752 |   751878085
    num misses                       |     6054929 |          23 |     1542781 |     1064873 |      101671 |     1702857 |     1886844 |     4539527 |       74660 |      319087 |    22294089 |      267081 |      809252 |    38226636 |      446666 |      234745
    miss rate                        |       0.49% |       0.00% |       1.67% |       0.68% |       0.12% |       0.69% |       0.82% |       3.90% |       0.03% |       0.10% |       1.01% |       0.18% |       0.56% |       3.61% |       0.06% |       0.03%
    mpki                             |        1.34 |        0.00 |        5.79 |        2.44 |        0.35 |        3.16 |        2.75 |       18.16 |        0.09 |        0.46 |        4.53 |        0.49 |        2.68 |       27.00 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     6054971 |          62 |     1542823 |     1064887 |      101675 |     1702867 |     1886866 |     4539611 |       74668 |      319090 |    22294099 |      267084 |      809317 |    38226642 |      446722 |      236057
    num misses                       |     1882485 |          62 |      422617 |     1064876 |      101675 |     1353233 |      169463 |     1361659 |        2104 |      213785 |     1976054 |      266884 |        5198 |    27274754 |       70330 |        7055
    miss rate                        |      31.09% |     100.00% |      27.39% |     100.00% |     100.00% |      79.47% |       8.98% |      30.00% |       2.82% |      67.00% |       8.86% |      99.93% |       0.64% |      71.35% |      15.74% |       2.99%
    mpki                             |        0.42 |        0.00 |        1.59 |        2.44 |        0.35 |        2.51 |        0.25 |        5.45 |        0.00 |        0.31 |        0.40 |        0.49 |        0.02 |       19.27 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   376955327 |   311622238 |    30963180 |    46733669 |    48625396 |    64374953 |    65357752 |    43801034 |    79490817 |    55798907 |   579294722 |    48534142 |    44210573 |   162172649 |   165833845 |   288465245
    num cache misses                 |      526132 |     4793455 |       43025 |       21753 |        5687 |       38735 |      259154 |      765629 |      267222 |       44944 |      216577 |      172767 |     2557972 |      399831 |      809539 |     7301055
    miss rate                        |       0.14% |       1.54% |       0.14% |       0.05% |       0.01% |       0.06% |       0.40% |       1.75% |       0.34% |       0.08% |       0.04% |       0.36% |       5.79% |       0.25% |       0.49% |       2.53%
    mpki                             |        0.12 |        2.52 |        0.16 |        0.05 |        0.02 |        0.07 |        0.38 |        3.06 |        0.32 |        0.06 |        0.04 |        0.31 |        8.49 |        0.28 |        0.55 |        3.81
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1239341740 |   619346910 |    92144313 |   156176860 |    86075736 |   248182123 |   230346617 |   116504258 |   254597830 |   312070234 |  2208273380 |   149529893 |   144609597 |  1059053143 |   691989752 |   751878085
    num cache misses                 |    66173596 |      709988 |    11064535 |    11778238 |     6507115 |     4134366 |    13346344 |     6617842 |     9017619 |    15530903 |    70931891 |    28189129 |     6082025 |    11612318 |     5046623 |    10207067
    miss rate                        |       5.34% |       0.11% |      12.01% |       7.54% |       7.56% |       1.67% |       5.79% |       5.68% |       3.54% |       4.98% |       3.21% |      18.85% |       4.21% |       1.10% |       0.73% |       1.36%
    mpki                             |       14.70 |        0.37 |       41.53 |       26.94 |       22.61 |        7.66 |       19.45 |       26.47 |       10.88 |       22.19 |       14.43 |       51.33 |       20.17 |        8.20 |        3.42 |        5.33
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    66752375 |     5641595 |    12796592 |    13210508 |     8729829 |     4932430 |    14611639 |     9036806 |     9850459 |    16536409 |    71324397 |    28363205 |     8863865 |    12033484 |     5963735 |    17744165
    num cache misses                 |    57770960 |     2677470 |     9363701 |    11799910 |     6512802 |     3906072 |     4394964 |     6082249 |     4331309 |    13748211 |    38571494 |    17306515 |     4729108 |     8174023 |     4907959 |     3135779
    miss rate                        |      86.55% |      47.46% |      73.17% |      89.32% |      74.60% |      79.19% |      30.08% |      67.31% |      43.97% |      83.14% |      54.08% |      61.02% |      53.35% |      67.93% |      82.30% |      17.67%
    mpki                             |       12.83 |        1.41 |       35.15 |       26.99 |       22.63 |        7.24 |        6.41 |       24.33 |        5.23 |       19.64 |        7.84 |       31.52 |       15.69 |        5.77 |        3.33 |        1.64
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    57823846 |     2815639 |    11053572 |    13210427 |     8729829 |     4684564 |     5430027 |     7740216 |     4922785 |    14708773 |    38753619 |    17307824 |     4967224 |     8195564 |     5017807 |     3372999
    num cache misses                 |     2707542 |     2603995 |     8136486 |    11782925 |     6507562 |     3716245 |     4131601 |     5555316 |     4303356 |    13698595 |     1201644 |    17102006 |     4630527 |     7843524 |     4548050 |     3002617
    miss rate                        |       4.68% |      92.48% |      73.61% |      89.19% |      74.54% |      79.33% |      76.09% |      71.77% |      87.42% |      93.13% |       3.10% |      98.81% |      93.22% |      95.70% |      90.64% |      89.02%
    mpki                             |        0.60 |        1.37 |       30.54 |       26.95 |       22.61 |        6.89 |        6.02 |       22.22 |        5.19 |       19.57 |        0.24 |       31.14 |       15.36 |        5.54 |        3.08 |        1.57
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   137588277 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      505.81 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      395.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
