                                   | Core 0    
  Instructions                     |   99999908
  Cycles                           |  319051338
  IPC                              |       0.31
  Time (ns)                        |  106350446
Branch predictor stats             |           
  num correct                      |   17043047
  num incorrect                    |    1330253
  misprediction rate               |      7.24%
  mpki                             |      13.30
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11969879
    num misses                     |         41
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   35925434
    num misses                     |     636243
    miss rate                      |      1.77%
    mpki                           |       6.36
  L2 TLB                           |           
    num accesses                   |     636284
    num misses                     |     174340
    miss rate                      |     27.40%
    mpki                           |       1.74
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11969879
    num cache misses               |      12750
    miss rate                      |      0.11%
    mpki                           |       0.13
  Cache L1-D                       |           
    num cache accesses             |   35925434
    num cache misses               |    4549001
    miss rate                      |     12.66%
    mpki                           |      45.49
  Cache L2                         |           
    num cache accesses             |    5485943
    num cache misses               |    4016687
    miss rate                      |     73.22%
    mpki                           |      40.17
  Cache L3                         |           
    num cache accesses             |    4941059
    num cache misses               |    3729991
    miss rate                      |     75.49%
    mpki                           |      37.30
DRAM summary                       |           
  num dram accesses                |    5247067
  average dram access latency (ns) |      79.75
  average dram queueing delay      |      14.73
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
