                                     | Core 0     
  Instructions                       |   249999989
  Cycles                             |  1822566298
  IPC                                |        0.14
  Time (ns)                          |   607522099
Branch predictor stats               |            
  num correct                        |    43244780
  num incorrect                      |    11689069
  misprediction rate                 |      21.28%
  mpki                               |       46.76
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    23761816
    num misses                       |           3
    miss rate                        |       0.00%
    mpki                             |        0.00
  D-TLB                              |            
    num accesses                     |    88558906
    num misses                       |    21160381
    miss rate                        |      23.89%
    mpki                             |       84.64
  L2 TLB                             |            
    num accesses                     |    21160384
    num misses                       |    10898593
    miss rate                        |      51.50%
    mpki                             |       43.59
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    23761816
    num cache misses                 |      194665
    miss rate                        |       0.82%
    mpki                             |        0.78
  Cache L1-D                         |            
    num cache accesses               |    88558906
    num cache misses                 |    28838419
    miss rate                        |      32.56%
    mpki                             |      115.35
  Cache L2                           |            
    num cache accesses               |    33138634
    num cache misses                 |    24483744
    miss rate                        |      73.88%
    mpki                             |       97.93
  Cache L3                           |            
    num cache accesses               |    28617896
    num cache misses                 |    22506207
    miss rate                        |      78.64%
    mpki                             |       90.02
DRAM summary                         |            
  num dram accesses                  |    26994223
  average dram access latency (ns)   |       50.76
  average dram queueing delay        |        0.76
  average dram bandwidth utilization |      22.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
