                                   | Core 0    
  Instructions                     |  249999958
  Cycles                           |  271859612
  IPC                              |       0.92
  Time (ns)                        |   90619871
Branch predictor stats             |           
  num correct                      |   27117041
  num incorrect                    |    4135684
  misprediction rate               |     13.23%
  mpki                             |      16.54
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29456652
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  112368416
    num misses                     |    1122877
    miss rate                      |      1.00%
    mpki                           |       4.49
  L2 TLB                           |           
    num accesses                   |    1122887
    num misses                     |      99209
    miss rate                      |      8.84%
    mpki                           |       0.40
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29456652
    num cache misses               |      21162
    miss rate                      |      0.07%
    mpki                           |       0.08
  Cache L1-D                       |           
    num cache accesses             |  112368416
    num cache misses               |    3595428
    miss rate                      |      3.20%
    mpki                           |      14.38
  Cache L2                         |           
    num cache accesses             |    3670591
    num cache misses               |    2537250
    miss rate                      |     69.12%
    mpki                           |      10.15
  Cache L3                         |           
    num cache accesses             |    2594318
    num cache misses               |    1423473
    miss rate                      |     54.87%
    mpki                           |       5.69
DRAM summary                       |           
  num dram accesses                |    2017070
  average dram access latency (ns) |      76.92
  average dram queueing delay      |      11.90
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
