                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   393550695 |  6440441707 |   322726258 |   399443235 |   262743379 |  1484160505 |   732264286 |   249999886 |  4392457849 |   664328483 |  2316713238 |   474152829 |  4904565505 |  1281813245 |  4288048640 |  4949509377
  Cycles                             |  3557890296 |  3557889997 |  3557890550 |  3557890150 |  3557890552 |  3557890358 |  3557890332 |  3557887856 |  3557890754 |  3557891098 |  3557890167 |  3557890497 |  3557891195 |  3557890764 |  3557889967 |  3557889997
  IPC                                |        0.11 |        1.81 |        0.09 |        0.11 |        0.07 |        0.42 |        0.21 |        0.07 |        1.23 |        0.19 |        0.65 |        0.13 |        1.38 |        0.36 |        1.21 |        1.39
  Time (ns)                          |  1185963432 |  1185963332 |  1185963517 |  1185963383 |  1185963517 |  1185963453 |  1185963444 |  1185962619 |  1185963585 |  1185963699 |  1185963389 |  1185963499 |  1185963732 |  1185963588 |  1185963322 |  1185963332
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    31202468 |  1188586857 |    54308081 |     7385972 |    42898115 |    90218422 |    45190462 |    34399075 |   193295966 |    19617448 |   250610653 |     4276623 |   394462130 |     1672064 |   243958890 |   657400338
  num incorrect                      |     2566247 |    81084059 |     4973477 |    10322970 |     2538246 |    54290271 |     1573514 |     4720676 |    10973541 |     9503095 |    38090956 |       28582 |    66244180 |       28336 |    41276040 |    66811814
  misprediction rate                 |       7.60% |       6.39% |       8.39% |      58.29% |       5.59% |      37.57% |       3.36% |      12.07% |       5.37% |      32.63% |      13.19% |       0.66% |      14.38% |       1.67% |      14.47% |       9.23%
  mpki                               |        6.52 |       12.59 |       15.41 |       25.84 |        9.66 |       36.58 |        2.15 |       18.88 |        2.50 |       14.30 |       16.44 |        0.06 |       13.51 |        0.02 |        9.63 |       13.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    33089247 |  1056071242 |    37643123 |    43436740 |    44182592 |   177134689 |    69660549 |    43801034 |   418916437 |    51458009 |   272455567 |    41904741 |   718507418 |   146820125 |   481135352 |   743168415
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        3220
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   108381796 |  2098930160 |   113418980 |   145271630 |    79115701 |   682304259 |   243773613 |   116504258 |  1337959227 |   303513933 |  1041243754 |   128769211 |  2351527336 |   958881590 |  2016096385 |  1934556502
    num misses                       |      536151 |          23 |     2002203 |     1019633 |       92991 |     4690295 |     1978022 |     4540961 |      423865 |      306935 |    10680857 |      228522 |    13124772 |    34642346 |     1301654 |      595119
    miss rate                        |       0.49% |       0.00% |       1.77% |       0.70% |       0.12% |       0.69% |       0.81% |       3.90% |       0.03% |       0.10% |       1.03% |       0.18% |       0.56% |       3.61% |       0.06% |       0.03%
    mpki                             |        1.36 |        0.00 |        6.20 |        2.55 |        0.35 |        3.16 |        2.70 |       18.16 |        0.10 |        0.46 |        4.61 |        0.48 |        2.68 |       27.03 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      536193 |          62 |     2002245 |     1019647 |       92995 |     4690305 |     1978044 |     4541045 |      423873 |      306938 |    10680867 |      228525 |    13124837 |    34642352 |     1301710 |      598339
    num misses                       |      168640 |          62 |      541541 |     1019636 |       92995 |     3729652 |      194648 |     1361667 |       10664 |      202633 |      951461 |      228347 |       83259 |    24716525 |      205354 |       17567
    miss rate                        |      31.45% |     100.00% |      27.05% |     100.00% |     100.00% |      79.52% |       9.84% |      29.99% |       2.52% |      66.02% |       8.91% |      99.92% |       0.63% |      71.35% |      15.78% |       2.94%
    mpki                             |        0.43 |        0.00 |        1.68 |        2.55 |        0.35 |        2.51 |        0.27 |        5.45 |        0.00 |        0.31 |        0.41 |        0.48 |        0.02 |       19.28 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    33089247 |  1056071242 |    37643123 |    43436740 |    44182592 |   177134689 |    69660549 |    43801034 |   418916437 |    51458009 |   272455567 |    41904741 |   718507418 |   146820125 |   481135352 |   743168415
    num cache misses                 |       63754 |     9921597 |       43359 |       34162 |        7390 |       96153 |      461205 |      973725 |       68429 |       78453 |      200678 |      325448 |    23702347 |      730238 |     1402997 |    15337753
    miss rate                        |       0.19% |       0.94% |       0.12% |       0.08% |       0.02% |       0.05% |       0.66% |       2.22% |       0.02% |       0.15% |       0.07% |       0.78% |       3.30% |       0.50% |       0.29% |       2.06%
    mpki                             |        0.16 |        1.54 |        0.13 |        0.09 |        0.03 |        0.06 |        0.63 |        3.89 |        0.02 |        0.12 |        0.09 |        0.69 |        4.83 |        0.57 |        0.33 |        3.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   108381796 |  2098930160 |   113418980 |   145271630 |    79115701 |   682304259 |   243773613 |   116504258 |  1337959227 |   303513933 |  1041243754 |   128769211 |  2351527336 |   958881590 |  2016096385 |  1934556502
    num cache misses                 |     5836224 |      235791 |    13465905 |    11079864 |     5953071 |    10520735 |    14086832 |     6691160 |    35589070 |    14817849 |    33413258 |    24144751 |    79064133 |    10734718 |    12370021 |    25835586
    miss rate                        |       5.38% |       0.01% |      11.87% |       7.63% |       7.52% |       1.54% |       5.78% |       5.74% |       2.66% |       4.88% |       3.21% |      18.75% |       3.36% |       1.12% |       0.61% |       1.34%
    mpki                             |       14.83 |        0.04 |       41.73 |       27.74 |       22.66 |        7.09 |       19.24 |       26.76 |        8.10 |       22.31 |       14.42 |       50.92 |       16.12 |        8.37 |        2.88 |        5.22
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     5952717 |    10204948 |    14712072 |    12523787 |     7988405 |    11392909 |    15615419 |     9126755 |    35805221 |    15691832 |    33913759 |    24471532 |   102772586 |    11474524 |    13779344 |    41335917
    num cache misses                 |     5463212 |      312154 |    11946964 |    11114026 |     5960461 |     9879439 |     6867700 |     6596628 |     1257256 |    13137224 |    23512174 |    16340811 |    15491440 |     8141746 |     9671022 |     2423340
    miss rate                        |      91.78% |       3.06% |      81.21% |      88.74% |      74.61% |      86.72% |      43.98% |      72.28% |       3.51% |      83.72% |      69.33% |      66.77% |      15.07% |      70.95% |      70.18% |       5.86%
    mpki                             |       13.88 |        0.05 |       37.02 |       27.82 |       22.69 |        6.66 |        9.38 |       26.39 |        0.29 |       19.78 |       10.15 |       34.46 |        3.16 |        6.35 |        2.26 |        0.49
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     5516080 |      359715 |    13150286 |    12523787 |     7988405 |    10776471 |     7941671 |     8060997 |     1406371 |    13932754 |    23830073 |    16342144 |    15499207 |     8151503 |     9677976 |     2586332
    num cache misses                 |     4841123 |      283375 |     6965804 |    11078237 |     5949388 |     2419326 |     3777644 |     4898879 |      807197 |    12978504 |     2779887 |    15069229 |      222951 |     7090075 |     1635562 |     1018923
    miss rate                        |      87.76% |      78.78% |      52.97% |      88.46% |      74.48% |      22.45% |      47.57% |      60.77% |      57.40% |      93.15% |      11.67% |      92.21% |       1.44% |      86.98% |      16.90% |      39.40%
    mpki                             |       12.30 |        0.04 |       21.58 |       27.73 |       22.64 |        1.63 |        5.16 |       19.60 |        0.18 |       19.54 |        1.20 |       31.78 |        0.05 |        5.53 |        0.38 |        0.21
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   115069940 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      465.89 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      355.88 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      97.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
