                                   | Core 0    
  Instructions                     |   99999861
  Cycles                           |  175902770
  IPC                              |       0.57
  Time (ns)                        |   58634257
Branch predictor stats             |           
  num correct                      |   15709240
  num incorrect                    |    3021401
  misprediction rate               |     16.13%
  mpki                             |      30.21
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14052046
    num misses                     |        246
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38559701
    num misses                     |     195083
    miss rate                      |      0.51%
    mpki                           |       1.95
  L2 TLB                           |           
    num accesses                   |     195329
    num misses                     |      47493
    miss rate                      |     24.31%
    mpki                           |       0.47
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14052046
    num cache misses               |     655715
    miss rate                      |      4.67%
    mpki                           |       6.56
  Cache L1-D                       |           
    num cache accesses             |   38559701
    num cache misses               |    1474382
    miss rate                      |      3.82%
    mpki                           |      14.74
  Cache L2                         |           
    num cache accesses             |    2237548
    num cache misses               |    1459593
    miss rate                      |     65.23%
    mpki                           |      14.60
  Cache L3                         |           
    num cache accesses             |    1567087
    num cache misses               |    1444938
    miss rate                      |     92.21%
    mpki                           |      14.45
DRAM summary                       |           
  num dram accesses                |    2873492
  average dram access latency (ns) |      52.32
  average dram queueing delay      |       2.32
Coherency Traffic                  |           
  num loads from dram              |     549620
  num loads from dram cache        |          0
  num loads from remote cache      |          0
