                                   | Core 0     
  Instructions                     |   499999900
  Cycles                           |  1137225140
  IPC                              |        0.44
  Time (ns)                        |   379075047
Branch predictor stats             |            
  num correct                      |     7001795
  num incorrect                    |    10178715
  misprediction rate               |      59.25%
  mpki                             |       20.36
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49702462
    num misses                     |          15
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   168526200
    num misses                     |      801891
    miss rate                      |       0.48%
    mpki                           |        1.60
  L2 TLB                           |            
    num accesses                   |      801906
    num misses                     |      783468
    miss rate                      |      97.70%
    mpki                           |        1.57
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49702462
    num cache misses               |       33092
    miss rate                      |       0.07%
    mpki                           |        0.07
  Cache L1-D                       |            
    num cache accesses             |   168526200
    num cache misses               |     9179487
    miss rate                      |       5.45%
    mpki                           |       18.36
  Cache L2                         |            
    num cache accesses             |    11081540
    num cache misses               |     9059081
    miss rate                      |      81.75%
    mpki                           |       18.12
  Cache L3                         |            
    num cache accesses             |    10928042
    num cache misses               |     8932295
    miss rate                      |      81.74%
    mpki                           |       17.86
DRAM summary                       |            
  num dram accesses                |    12660273
  average dram access latency (ns) |      115.92
  average dram queueing delay      |       30.88
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
