                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   670178734 |  1169111530 |   650784984 |   995163350 |  1534888433 |  5970054718 |   401126186 |  1253613516 |  2004510807 |  2153610428 |   635472852 |  2140500339 |   249999886 |  2131421768 |   981227750 |  2022653510
  Cycles                             |  2994168679 |  2994168535 |  2994169296 |  2994168353 |  2994168709 |  2994168300 |  2994168692 |  2994169417 |  2994168300 |  2994168300 |  2994168329 |  2994168330 |  2994164186 |  2994168418 |  2994168972 |  2994168532
  IPC                                |        0.22 |        0.39 |        0.22 |        0.33 |        0.51 |        1.99 |        0.13 |        0.42 |        0.67 |        0.72 |        0.21 |        0.71 |        0.08 |        0.71 |        0.33 |        0.68
  Time (ns)                          |   998056227 |   998056179 |   998056432 |   998056118 |   998056237 |   998056100 |   998056231 |   998056473 |   998056100 |   998056100 |   998056110 |   998056110 |   998054729 |   998056140 |   998056324 |   998056178
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    35722823 |   149906698 |    39823506 |    22936709 |   231246977 |   274924650 |     7404798 |     1639575 |   109538364 |   190887794 |    19163274 |   172192823 |    34399075 |   122416778 |    17741036 |   218261705
  num incorrect                      |      835669 |    35259438 |     1507654 |      409106 |    26088738 |     2287720 |    10353090 |       27786 |    75535977 |    31900667 |     9229883 |    28902004 |     4720676 |    20688218 |     2604194 |    33133823
  misprediction rate                 |       2.29% |      19.04% |       3.65% |       1.75% |      10.14% |       0.83% |      58.30% |       1.67% |      40.81% |      14.32% |      32.51% |      14.37% |      12.07% |      14.46% |      12.80% |      13.18%
  mpki                               |        1.25 |       30.16 |        2.32 |        0.41 |       17.00 |        0.38 |       25.81 |        0.02 |       37.68 |       14.81 |       14.52 |       13.50 |       18.88 |        9.71 |        2.65 |       16.38
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    67086046 |   164033387 |    61991549 |    88952453 |   245899000 |   456736614 |    43583577 |   143577678 |   164288519 |   244351892 |    49299262 |   313609887 |    43801034 |   240167597 |    93363266 |   237856184
