                                   | Core 0    
  Instructions                     |  499999943
  Cycles                           |  525425725
  IPC                              |       0.95
  Time (ns)                        |  175141909
Branch predictor stats             |           
  num correct                      |   40054485
  num incorrect                    |    3333430
  misprediction rate               |      7.68%
  mpki                             |       6.67
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   41792692
    num misses                     |         66
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  138786928
    num misses                     |     627074
    miss rate                      |      0.45%
    mpki                           |       1.25
  L2 TLB                           |           
    num accesses                   |     627140
    num misses                     |     234067
    miss rate                      |     37.32%
    mpki                           |       0.47
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   41792692
    num cache misses               |      79976
    miss rate                      |      0.19%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |  138786928
    num cache misses               |    7701750
    miss rate                      |      5.55%
    mpki                           |      15.40
  Cache L2                         |           
    num cache accesses             |    7815940
    num cache misses               |    7075256
    miss rate                      |     90.52%
    mpki                           |      14.15
  Cache L3                         |           
    num cache accesses             |    7109560
    num cache misses               |    1738894
    miss rate                      |     24.46%
    mpki                           |       3.48
DRAM summary                       |           
  num dram accesses                |    1844177
  average dram access latency (ns) |     106.17
  average dram queueing delay      |      21.14
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
