                                   | Core 0    
  Instructions                     |  499999883
  Cycles                           |  446340013
  IPC                              |       1.12
  Time (ns)                        |  148780005
Branch predictor stats             |           
  num correct                      |   26521548
  num incorrect                    |   18793296
  misprediction rate               |     41.47%
  mpki                             |      37.59
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   42549377
    num misses                     |         52
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  149416607
    num misses                     |       6964
    miss rate                      |      0.00%
    mpki                           |       0.01
  L2 TLB                           |           
    num accesses                   |       7016
    num misses                     |       6471
    miss rate                      |     92.23%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   42549377
    num cache misses               |       4140
    miss rate                      |      0.01%
    mpki                           |       0.01
  Cache L1-D                       |           
    num cache accesses             |  149416607
    num cache misses               |     422190
    miss rate                      |      0.28%
    mpki                           |       0.84
  Cache L2                         |           
    num cache accesses             |     428260
    num cache misses               |     409759
    miss rate                      |     95.68%
    mpki                           |       0.82
  Cache L3                         |           
    num cache accesses             |     411712
    num cache misses               |     404240
    miss rate                      |     98.19%
    mpki                           |       0.81
DRAM summary                       |           
  num dram accesses                |     653606
  average dram access latency (ns) |      92.44
  average dram queueing delay      |       7.41
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
