                                   | Core 0    
  Instructions                     |   99999923
  Cycles                           |  149875580
  IPC                              |       0.67
  Time (ns)                        |   49958527
Branch predictor stats             |           
  num correct                      |    1857190
  num incorrect                    |    2836699
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11404106
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36830615
    num misses                     |     221522
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221535
    num misses                     |     221534
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11404106
    num cache misses               |      31147
    miss rate                      |      0.27%
    mpki                           |       0.31
  Cache L1-D                       |           
    num cache accesses             |   36830615
    num cache misses               |    2897600
    miss rate                      |      7.87%
    mpki                           |      28.98
  Cache L2                         |           
    num cache accesses             |    3409059
    num cache misses               |    2928747
    miss rate                      |     85.91%
    mpki                           |      29.29
  Cache L3                         |           
    num cache accesses             |    3409059
    num cache misses               |    2924704
    miss rate                      |     85.79%
    mpki                           |      29.25
DRAM summary                       |           
  num dram accesses                |    5833024
  average dram access latency (ns) |      52.41
  average dram queueing delay      |       2.40
Coherency Traffic                  |           
  num loads from dram              |    2099420
  num loads from dram cache        |          0
  num loads from remote cache      |          0
