                                   | Core 0     
  Instructions                     |   499999968
  Cycles                           |  1168270188
  IPC                              |        0.43
  Time (ns)                        |   389423396
Branch predictor stats             |            
  num correct                      |    68510980
  num incorrect                    |     9459886
  misprediction rate               |      12.13%
  mpki                             |       18.92
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    87688048
    num misses                     |          66
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   233544212
    num misses                     |     9271388
    miss rate                      |       3.97%
    mpki                           |       18.54
  L2 TLB                           |            
    num accesses                   |     9271454
    num misses                     |     2733060
    miss rate                      |      29.48%
    mpki                           |        5.47
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    87688048
    num cache misses               |     1672676
    miss rate                      |       1.91%
    mpki                           |        3.35
  Cache L1-D                       |            
    num cache accesses             |   233544212
    num cache misses               |    12935966
    miss rate                      |       5.54%
    mpki                           |       25.87
  Cache L2                         |            
    num cache accesses             |    17671447
    num cache misses               |    12714491
    miss rate                      |      71.95%
    mpki                           |       25.43
  Cache L3                         |            
    num cache accesses             |    15782821
    num cache misses               |    10216199
    miss rate                      |      64.73%
    mpki                           |       20.43
DRAM summary                       |            
  num dram accesses                |    14564844
  average dram access latency (ns) |       57.07
  average dram queueing delay      |        2.06
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
