                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  283759851 |  361893107 |  540338105 |  551434026 |  383216618 |  280065288 |  669033340 |  249999909
  Cycles                             |  373605900 |  373606030 |  373605945 |  373605908 |  373606120 |  373605936 |  373605978 |  373602776
  IPC                                |       0.76 |       0.97 |       1.45 |       1.48 |       1.03 |       0.75 |       1.79 |       0.67
  Time (ns)                          |  124535300 |  124535343 |  124535315 |  124535303 |  124535373 |  124535312 |  124535326 |  124534259
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17236134 |   55253003 |   43466056 |   30996917 |   17035219 |   42459234 |   44836661 |   13325983
  num incorrect                      |   10371788 |   14293797 |    7306946 |    5219670 |   15915672 |    9228981 |    7580170 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.41% |     48.30% |     17.86% |     14.46% |      2.29%
  mpki                               |      36.55 |      39.50 |      13.52 |       9.47 |      41.53 |      32.95 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33839512 |   47148146 |   79180521 |   61536937 |   28858185 |   38816689 |   81023262 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  130586626 |  121646189 |  259066693 |  260340654 |  109393719 |  108913170 |  281383309 |   86640595
    num misses                       |     894479 |     538855 |    1448593 |     169819 |       4854 |     585608 |    1927144 |     132098
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     894489 |     538874 |    1448658 |     169875 |       4906 |     585748 |    1927162 |     132145
    num misses                       |     710215 |     112565 |       9276 |      26760 |       4288 |      53371 |      14412 |      40806
    miss rate                        |     79.40% |     20.89% |      0.64% |     15.75% |     87.40% |      9.11% |      0.75% |     30.88%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33839512 |   47148146 |   79180521 |   61536937 |   28858185 |   38816689 |   81023262 |   24892730
    num cache misses                 |      19604 |     233454 |    2612931 |     180603 |       7232 |    2279416 |     683214 |      24083
    miss rate                        |      0.06% |      0.50% |      3.30% |      0.29% |      0.03% |      5.87% |      0.84% |      0.10%
    mpki                             |       0.07 |       0.65 |       4.84 |       0.33 |       0.02 |       8.14 |       1.02 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  130586626 |  121646189 |  259066693 |  260340654 |  109393719 |  108913170 |  281383309 |   86640595
    num cache misses                 |    2033671 |     496206 |    8795288 |    1606904 |     291397 |    2389269 |    1365736 |    3042317
    miss rate                        |      1.56% |      0.41% |      3.39% |      0.62% |      0.27% |      2.19% |      0.49% |      3.51%
    mpki                             |       7.17 |       1.37 |      16.28 |       2.91 |       0.76 |       8.53 |       2.04 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2208605 |     827274 |   11410364 |    1789104 |     309450 |    4763279 |    2057072 |    3424366
    num cache misses                 |    1914575 |     327434 |    1760895 |    1259721 |     278162 |    2313014 |     203142 |    2457749
    miss rate                        |     86.69% |     39.58% |     15.43% |     70.41% |     89.89% |     48.56% |      9.88% |     71.77%
    mpki                             |       6.75 |       0.90 |       3.26 |       2.28 |       0.73 |       8.26 |       0.30 |       9.83
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2090782 |     426729 |    1763511 |    1261459 |     289232 |    2407741 |     211410 |    2820885
    num cache misses                 |     476672 |     137784 |      49354 |     455528 |     275798 |     529687 |      45239 |    1988871
    miss rate                        |     22.80% |     32.29% |      2.80% |     36.11% |     95.36% |     22.00% |     21.40% |     70.51%
    mpki                             |       1.68 |       0.38 |       0.09 |       0.83 |       0.72 |       1.89 |       0.07 |       7.96
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5840402 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.70 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
