                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1388202102 |  2035495277 |  2029225355 |  1659236113 |   901753036 |   572392123 |  1416101270 |   283181713 |  2325270720 |   559024273 |  2120854562 |   815553828 |  1170903553 |  2748876657 |  1372131707
  Cycles                             |  1690992543 |  1690996210 |  1690996069 |  1690996323 |  1690996597 |  1690996178 |  1690996021 |  1690996209 |  1690996612 |  1690996087 |  1690996299 |  1690996467 |  1690996301 |  1690996127 |  1690996055 |  1690996062
  IPC                                |        0.15 |        0.82 |        1.20 |        1.20 |        0.98 |        0.53 |        0.34 |        0.84 |        0.17 |        1.38 |        0.33 |        1.25 |        0.48 |        0.69 |        1.63 |        0.81
  Time (ns)                          |   563664181 |   563665403 |   563665356 |   563665441 |   563665532 |   563665393 |   563665340 |   563665403 |   563665537 |   563665362 |   563665433 |   563665489 |   563665434 |   563665376 |   563665352 |   563665354
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    71872408 |   180836106 |    93445183 |    95183971 |    54788810 |    30968614 |   216607522 |    47591309 |   102053454 |    34472553 |   170594070 |    18636164 |    22091575 |   183143275 |   206920090
  num incorrect                      |     4720676 |    53817596 |    30173357 |      777149 |    16115348 |    32970230 |      724441 |    55480756 |     4368588 |     5802437 |     1118088 |    28637171 |      330918 |     3276837 |    31440767 |    23229798
  misprediction rate                 |      12.07% |      42.82% |      14.30% |       0.82% |      14.48% |      37.57% |       2.29% |      20.39% |       8.41% |       5.38% |       3.14% |      14.37% |       1.74% |      12.92% |      14.65% |      10.09%
  mpki                               |       18.88 |       38.77 |       14.82 |        0.38 |        9.71 |       36.56 |        1.27 |       39.18 |       15.43 |        2.50 |        2.00 |       13.50 |        0.41 |        2.80 |       11.44 |       16.93
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   111173078 |   231147421 |   155243483 |   186827529 |   107554456 |    57887824 |   184274869 |    32842333 |   221954585 |    53156858 |   310705670 |    73301863 |   111627656 |   333573606 |   219643168
    num misses                       |          84 |          52 |         757 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          74 |          18 |        8298
