                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   384360550 |  3364298488 |  1947275031 |  1026548914 |  2872431749 |  1693225792 |  4889382953 |  1975950608 |   542688424 |   249999886 |   983638984 |   513091425 |  3611609918 |   675798019 |   393231057 |  4477491833
  Cycles                             |  2801647902 |  2801647808 |  2801647800 |  2801648637 |  2801648873 |  2801647816 |  2801648466 |  2801647800 |  2801649580 |  2801646436 |  2801648500 |  2801647802 |  2801647833 |  2801648011 |  2801648167 |  2801647801
  IPC                                |        0.14 |        1.20 |        0.70 |        0.37 |        1.03 |        0.60 |        1.75 |        0.71 |        0.19 |        0.09 |        0.35 |        0.18 |        1.29 |        0.24 |        0.14 |        1.60
  Time (ns)                          |   933882634 |   933882603 |   933882600 |   933882879 |   933882958 |   933882605 |   933882822 |   933882600 |   933883193 |   933882145 |   933882833 |   933882601 |   933882611 |   933882670 |   933882722 |   933882600
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    65569366 |   270572053 |   111377360 |    23554874 |   125911392 |   217477871 |   225152350 |   302202390 |    32977276 |    34399075 |   149110197 |     4659170 |   240679540 |    36072990 |    31174242 |   826323414
  num incorrect                      |     5938847 |    45437761 |    18892140 |      419659 |     7156805 |    51009118 |     1871964 |    77402226 |    19845243 |     4720676 |    32469615 |       31214 |    41312129 |      844006 |     2563687 |    56370831
  misprediction rate                 |       8.31% |      14.38% |      14.50% |       1.75% |       5.38% |      19.00% |       0.82% |      20.39% |      37.57% |      12.07% |      17.88% |       0.67% |      14.65% |       2.29% |       7.60% |       6.39%
  mpki                               |       15.45 |       13.51 |        9.70 |        0.41 |        2.49 |       30.13 |        0.38 |       39.17 |       36.57 |       18.88 |       33.01 |        0.06 |       11.44 |        1.25 |        6.52 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    44649478 |   492838136 |   218986661 |    91769758 |   274330777 |   237485119 |   374054178 |   257023275 |    64749907 |    43801034 |   136415622 |    45347715 |   438161989 |    67861146 |    33078612 |   734196683
    num misses                       |          42 |          65 |          56 |           4 |           8 |         172 |          43 |          19 |          10 |          84 |         246 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   132729630 |  1613004986 |   913824060 |   402490870 |   876865725 |   663263855 |  2813519609 |   665064319 |   249650121 |   116504258 |   382212113 |   139773906 |  1522720582 |   237114517 |   108289312 |  1459207509
    num misses                       |     2217739 |     9000150 |      589175 |      212186 |      270427 |     1154819 |      378831 |     2940658 |     1711897 |     4540571 |     2037341 |      249928 |    10811703 |      362805 |      535493 |          23
    miss rate                        |       1.67% |       0.56% |       0.06% |       0.05% |       0.03% |       0.17% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.15% |       0.49% |       0.00%
