                                     | Core 0     
  Instructions                       |   249999989
  Cycles                             |  1217310917
  IPC                                |        0.21
  Time (ns)                          |   405770306
Branch predictor stats               |            
  num correct                        |    43244780
  num incorrect                      |    11689069
  misprediction rate                 |      21.28%
  mpki                               |       46.76
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    23761816
    num misses                       |           3
    miss rate                        |       0.00%
    mpki                             |        0.00
  D-TLB                              |            
    num accesses                     |    88558906
    num misses                       |    21157126
    miss rate                        |      23.89%
    mpki                             |       84.63
  L2 TLB                             |            
    num accesses                     |    21157129
    num misses                       |    10897972
    miss rate                        |      51.51%
    mpki                             |       43.59
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    23761816
    num cache misses                 |      184446
    miss rate                        |       0.78%
    mpki                             |        0.74
  Cache L1-D                         |            
    num cache accesses               |    88558906
    num cache misses                 |    28692484
    miss rate                        |      32.40%
    mpki                             |      114.77
  Cache L2                           |            
    num cache accesses               |    29007639
    num cache misses                 |    24267508
    miss rate                        |      83.66%
    mpki                             |       97.07
  Cache L3                           |            
    num cache accesses               |    24400449
    num cache misses                 |     5798694
    miss rate                        |      23.76%
    mpki                             |       23.19
DRAM summary                         |            
  num dram accesses                  |     5901599
  average dram access latency (ns)   |      111.02
  average dram queueing delay        |        1.01
  average dram bandwidth utilization |      14.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
