                                     | Core 0     
  Instructions                       |   249999981
  Cycles                             |  1503383752
  IPC                                |        0.17
  Time (ns)                          |   501127918
Branch predictor stats               |            
  num correct                        |    58565837
  num incorrect                      |     6500447
  misprediction rate                 |       9.99%
  mpki                               |       26.00
TLB Summary                          |            
  I-TLB                              |            
    num accesses                     |    21135842
    num misses                       |       17441
    miss rate                        |       0.08%
    mpki                             |        0.07
  D-TLB                              |            
    num accesses                     |    86633855
    num misses                       |     1331680
    miss rate                        |       1.54%
    mpki                             |        5.33
  L2 TLB                             |            
    num accesses                     |     1349121
    num misses                       |     1140458
    miss rate                        |      84.53%
    mpki                             |        4.56
Cache Summary                        |            
  Cache L1-I                         |            
    num cache accesses               |    21135842
    num cache misses                 |      402789
    miss rate                        |       1.91%
    mpki                             |        1.61
  Cache L1-D                         |            
    num cache accesses               |    86633855
    num cache misses                 |     7451167
    miss rate                        |       8.60%
    mpki                             |       29.80
  Cache L2                           |            
    num cache accesses               |     7871059
    num cache misses                 |     7525550
    miss rate                        |      95.61%
    mpki                             |       30.10
  Cache L3                           |            
    num cache accesses               |     7543157
    num cache misses                 |     7033360
    miss rate                        |      93.24%
    mpki                             |       28.13
DRAM summary                         |            
  num dram accesses                  |     7076049
  average dram access latency (ns)   |      115.20
  average dram queueing delay        |       30.16
  average dram bandwidth utilization |      56.00%
Coherency Traffic                    |            
  num loads from dram                |           0
  num loads from dram cache          |           0
  num loads from remote cache        |           0
