                                   | Core 0    
  Instructions                     |   99999923
  Cycles                           |  144644257
  IPC                              |       0.69
  Time (ns)                        |   48214752
Branch predictor stats             |           
  num correct                      |    1857190
  num incorrect                    |    2836699
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11404106
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36830615
    num misses                     |     221522
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221535
    num misses                     |     221534
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11404106
    num cache misses               |      35467
    miss rate                      |      0.31%
    mpki                           |       0.35
  Cache L1-D                       |           
    num cache accesses             |   36830615
    num cache misses               |    2901701
    miss rate                      |      7.88%
    mpki                           |      29.02
  Cache L2                         |           
    num cache accesses             |    3417480
    num cache misses               |    2937168
    miss rate                      |     85.95%
    mpki                           |      29.37
  Cache L3                         |           
    num cache accesses             |    3417480
    num cache misses               |    2933125
    miss rate                      |     85.83%
    mpki                           |      29.33
DRAM summary                       |           
  num dram accesses                |    5849866
  average dram access latency (ns) |      52.36
  average dram queueing delay      |       2.36
Coherency Traffic                  |           
  num loads from dram              |    2099314
  num loads from dram cache        |          0
  num loads from remote cache      |          0
